KPI,Unit,Min,Max
rnc_1895a,rnc_1895,%,0,100
rnc_1896a,rnc_1896,%,0,100
rnc_1898a,rnc_1898,%,0,100
rnc_1900a,rnc_1900,#,0,
rnc_1901a,rnc_1901,#,0,
rnc_1902a,rnc_1902,%,0,100
rnc_1903a,rnc_1903,%,0,100
rnc_1904a,rnc_1904,%,0,100
rnc_1905a,rnc_1905,#,0,
rnc_1907a,rnc_1907,#,0,
rnc_1908a,rnc_1908,%,0,100
rnc_1910a,rnc_1910,#,0,
rnc_1911a,rnc_1911,#,0,
rnc_1912a,rnc_1912,#,0,
rnc_1913a,rnc_1913,#,0,
rnc_1914a,rnc_1914,#,0,
rnc_1915a,rnc_1915,%,0,100
rnc_1916a,rnc_1916,%,0,100
rnc_1917a,rnc_1917,%,0,100
rnc_1918a,rnc_1918,%,0,100
rnc_1919a,rnc_1919,%,0,100
rnc_1920a,rnc_1920,%,0,100
rnc_1921a,rnc_1921,%,0,100
rnc_1922a,rnc_1922,%,0,100
rnc_1923a,rnc_1923,%,0,100
rnc_1924a,rnc_1924,%,0,100
rnc_1925a,rnc_1925,#,0,
rnc_1926a,rnc_1926,%,0,100
rnc_1927a,rnc_1927,#,0,
rnc_1928a,rnc_1928,%,0,100
rnc_1929a,rnc_1929,#,0,
rnc_1930a,rnc_1930,#,0,
rnc_1931a,rnc_1931,%,0,100
rnc_1932a,rnc_1932,#,0,
rnc_1933a,rnc_1933,%,0,100
rnc_1934a,rnc_1934,#,0,
rnc_1935a,rnc_1935,%,0,100
rnc_1936a,rnc_1936,#,0,
rnc_1937a,rnc_1937,#,0,
rnc_1938a,rnc_1938,#,0,
rnc_1939a,rnc_1939,#,0,
rnc_1940a,rnc_1940,#,0,
rnc_1941a,rnc_1941,#,0,
rnc_1942a,rnc_1942,#,0,
rnc_1943a,rnc_1943,#,0,
rnc_1944a,rnc_1944,#,0,
rnc_1945a,rnc_1945,#,0,
rnc_1946a,rnc_1946,#,0,
rnc_1947a,rnc_1947,#,0,
rnc_1948a,rnc_1948,#,0,
rnc_1949a,rnc_1949,#,0,
rnc_1950a,rnc_1950,#,0,
rnc_1951a,rnc_1951,#,0,
rnc_1953a,rnc_1953,#,0,
rnc_1954a,rnc_1954,#,0,
rnc_1955a,rnc_1955,#,0,
rnc_1956a,rnc_1956,#,0,
rnc_1957a,rnc_1957,#,0,
rnc_1958a,rnc_1958,%,0,100
rnc_1959a,rnc_1959,%,0,100
rnc_1960a,rnc_1960,%,0,100
rnc_1961a,rnc_1961,%,0,100
rnc_1962a,rnc_1962,%,0,100
rnc_1963a,rnc_1963,%,0,100
rnc_1964a,rnc_1964,#,0,
rnc_1965a,rnc_1965,#,0,
rnc_1966a,rnc_1966,#,0,
rnc_1967a,rnc_1967,#,0,
rnc_1968a,rnc_1968,#,0,
rnc_1969a,rnc_1969,#,0,
rnc_1970a,rnc_1970,%,0,100
rnc_1971a,rnc_1971,%,0,100
rnc_1972a,rnc_1972,%,0,100
rnc_1973a,rnc_1973,%,0,100
rnc_1974a,rnc_1974,%,0,100
rnc_1975a,rnc_1975,%,0,100
rnc_1976a,rnc_1976,%,0,100
rnc_1977a,rnc_1977,%,0,100
rnc_1978a,rnc_1978,#,0,
rnc_1979a,rnc_1979,#,0,
rnc_1980a,rnc_1980,#,0,
rnc_1984a,rnc_1984,%,0,100
rnc_100f,rnc_100,%,0,100
rnc_1050b,rnc_1050,%,0,100
rnc_1051b,rnc_1051,%,0,100
rnc_1052b,rnc_1052,%,0,100
rnc_1053b,rnc_1053,%,0,100
rnc_1054b,rnc_1054,%,0,100
rnc_1055b,rnc_1055,%,0,100
rnc_1070c,rnc_1070,%,0,100
rnc_1085c,rnc_1085,%,0,100
rnc_1086c,rnc_1086,%,0,100
rnc_1087c,rnc_1087,%,0,100
rnc_1088c,rnc_1088,%,0,100
rnc_1090c,rnc_1090,%,0,100
rnc_1091c,rnc_1091,%,0,100
rnc_148c,rnc_148,%,0,100
rnc_150e,rnc_150,%,0,100
rnc_151d,rnc_151,%,0,100
rnc_152d,rnc_152,%,0,100
rnc_159d,rnc_159,%,0,100
rnc_1833b,rnc_1833,%,0,100
rnc_1834b,rnc_1834,%,0,100
rnc_1835b,rnc_1835,%,0,100
rnc_1836b,rnc_1836,%,0,100
rnc_1837b,rnc_1837,%,0,100
rnc_1838b,rnc_1838,%,0,100
rnc_1958b,rnc_1958,%,0,100
rnc_1959b,rnc_1959,%,0,100
rnc_1960b,rnc_1960,%,0,100
rnc_1961b,rnc_1961,%,0,100
rnc_1962b,rnc_1962,%,0,100
rnc_1963b,rnc_1963,%,0,100
rnc_1972b,rnc_1972,%,0,100
rnc_1973b,rnc_1973,%,0,100
rnc_1974b,rnc_1974,%,0,100
rnc_1975b,rnc_1975,%,0,100
rnc_1976b,rnc_1976,%,0,100
rnc_1977b,rnc_1977,%,0,100
rnc_1997a,rnc_1997,%,0,100
rnc_1998a,rnc_1998,%,0,100
rnc_1999a,rnc_1999,%,0,100
rnc_2000a,rnc_2000,%,0,100
rnc_2001a,rnc_2001,%,0,100
rnc_2002a,rnc_2002,%,0,100
rnc_2003a,rnc_2003,%,0,100
rnc_2004a,rnc_2004,%,0,100
rnc_2005a,rnc_2005,%,0,100
rnc_2006a,rnc_2006,%,0,100
rnc_2007a,rnc_2007,%,0,100
rnc_2008a,rnc_2008,%,0,100
rnc_2009a,rnc_2009,#,0,
rnc_2010a,rnc_2010,%,0,100
rnc_2012a,rnc_2012,#,0,
rnc_2014a,rnc_2014,#,0,
rnc_2015a,rnc_2015,%,0,100
rnc_2022a,rnc_2022,%,0,100
rnc_2024a,rnc_2024,%,0,100
rnc_2025a,rnc_2025,%,0,100
rnc_2026a,rnc_2026,%,0,100
rnc_2027a,rnc_2027,%,0,100
rnc_2028a,rnc_2028,%,0,100
rnc_2034a,rnc_2034,%,0,100
rnc_2035a,rnc_2035,%,0,100
rnc_2036a,rnc_2036,%,0,100
rnc_2038a,rnc_2038,%,0,100
rnc_2043a,rnc_2043,%,0,100
rnc_2044a,rnc_2044,%,0,100
rnc_2045a,rnc_2045,%,0,100
rnc_2046a,rnc_2046,%,0,100
rnc_2047a,rnc_2047,%,0,100
rnc_2048a,rnc_2048,%,0,100
rnc_2049a,rnc_2049,%,0,100
rnc_2054a,rnc_2054,#,0,
rnc_233d,rnc_233,%,0,100
rnc_234d,rnc_234,%,0,100
rnc_409d,rnc_409,%,0,100
rnc_410d,rnc_410,%,0,100
rnc_411d,rnc_411,%,0,100
rnc_412d,rnc_412,%,0,100
rnc_414d,rnc_414,%,0,100
rnc_415b,rnc_415,%,0,100
rnc_61d,rnc_61,%,0,100
rnc_980b,rnc_980,#,0,
rnc_2055a,rnc_2055,#,0,
rnc_2056a,rnc_2056,#,0,
rnc_512b,rnc_512,%,0,100
rnc_512c,rnc_512,%,0,100
rnc_513b,rnc_513,%,0,100
rnc_513c,rnc_513,%,0,100
rnc_514b,rnc_514,%,0,100
rnc_514c,rnc_514,%,0,100
rnc_515b,rnc_515,%,0,100
rnc_515c,rnc_515,%,0,100
rnc_516b,rnc_516,%,0,100
rnc_516c,rnc_516,%,0,100
rnc_517b,rnc_517,%,0,100
rnc_517c,rnc_517,%,0,100
rnc_518b,rnc_518,%,0,100
rnc_518c,rnc_518,%,0,100
rnc_800a,rnc_800,#,0,
rnc_800b,rnc_800,#,0,
rnc_801a,rnc_801,#,0,
rnc_801b,rnc_801,#,0,
rnc_802a,rnc_802,#,0,
rnc_802b,rnc_802,#,0,
rnc_803a,rnc_803,#,0,
rnc_803b,rnc_803,#,0,
rnc_804a,rnc_804,#,0,
rnc_810a,rnc_810,#,0,
rnc_810b,rnc_810,#,0,
rnc_811a,rnc_811,#,0,
rnc_811b,rnc_811,#,0,
rnc_812a,rnc_812,#,0,
rnc_812b,rnc_812,#,0,
rnc_813a,rnc_813,#,0,
rnc_813b,rnc_813,#,0,
rnc_571c,rnc_571,%,0,100
rnc_1867a,rnc_1867,mE,,
rnc_1867b,rnc_1867,mE,,
rnc_1868a,rnc_1868,mE,,
rnc_1868b,rnc_1868,mE,,
rnc_1869a,rnc_1869,mE,,
rnc_1869b,rnc_1869,mE,,
rnc_2079a,rnc_2079,%,0,100
rnc_626b,rnc_626,%,0,100
rnc_626c,rnc_626,%,0,100
rnc_625a,rnc_625,W,0,
rnc_625b,rnc_625,W,0,
rnc_2080a,rnc_2080,Mb/s,0,
rnc_2081a,rnc_2081,Mb/s,0,
rnc_2082a,rnc_2082,Mb/s,0,
rnc_2083a,rnc_2083,Mb/s,0,
rnc_2084a,rnc_2084,%,0,100
rnc_2085a,rnc_2085,%,0,100
rnc_1456b,rnc_1456,%,0,100
rnc_1457b,rnc_1457,%,0,100
rnc_1458b,rnc_1458,%,0,100
rnc_1459b,rnc_1459,%,0,100
rnc_1460b,rnc_1460,%,0,100
rnc_1461b,rnc_1461,%,0,100
rnc_1462b,rnc_1462,%,0,100
rnc_1463b,rnc_1463,%,0,100
rnc_1464b,rnc_1464,%,0,100
rnc_1465b,rnc_1465,%,0,100
rnc_1466b,rnc_1466,%,0,100
rnc_1467b,rnc_1467,%,0,100
rnc_1468b,rnc_1468,%,0,100
rnc_1469b,rnc_1469,%,0,100
rnc_1470b,rnc_1470,%,0,100
rnc_1471b,rnc_1471,%,0,100
rnc_706a,rnc_706,#,0,
rnc_986b,rnc_986,Mb/s,0,
rnc_982c,rnc_982,Mb/s,0,
rnc_1215b,rnc_1215,%,0,100
rnc_1456a,rnc_1456,%,0,100
rnc_1457a,rnc_1457,%,0,100
rnc_1458a,rnc_1458,%,0,100
rnc_1459a,rnc_1459,%,0,100
rnc_1460a,rnc_1460,%,0,100
rnc_1461a,rnc_1461,%,0,100
rnc_1462a,rnc_1462,%,0,100
rnc_1463a,rnc_1463,%,0,100
rnc_1464a,rnc_1464,%,0,100
rnc_1465a,rnc_1465,%,0,100
rnc_1466a,rnc_1466,%,0,100
rnc_1467a,rnc_1467,%,0,100
rnc_1468a,rnc_1468,%,0,100
rnc_1469a,rnc_1469,%,0,100
rnc_1470a,rnc_1470,%,0,100
rnc_1471a,rnc_1471,%,0,100
rnc_985a,rnc_985,Mb/s,0,
rnc_986a,rnc_986,Mb/s,0,
rnc_1060a,rnc_1060,%,0,100
rnc_1215a,rnc_1215,%,0,100
rnc_1216a,rnc_1216,%,0,100
rnc_985b,rnc_985,Mb/s,0,
rnc_2068a,rnc_2068,%,0,100
rnc_2069a,rnc_2069,%,0,100
rnc_2070a,rnc_2070,%,0,100
rnc_2071a,rnc_2071,%,0,100
rnc_2072a,rnc_2072,%,0,100
rnc_2073a,rnc_2073,%,0,100
rnc_2074a,rnc_2074,%,0,100
rnc_2075a,rnc_2075,%,0,100
rnc_2076a,rnc_2076,%,0,100
rnc_2077a,rnc_2077,%,0,100
rnc_199b,rnc_199,#,0,
rnc_2039a,rnc_2039,%,0,100
rnc_2088a,rnc_2088,s,0,
rnc_2089a,rnc_2089,s,0,
rnc_2092a,rnc_2092,%,0,100
rnc_2093a,rnc_2093,#,0,
rnc_2090a,rnc_2090,#,0,
rnc_2091a,rnc_2091,#,0,
rnc_655b,rnc_655,%,0,100
rnc_1049b,rnc_1049,%,0,100
rnc_1049c,rnc_1049,%,0,100
rnc_707c,rnc_707,#,0,
rnc_708c,rnc_708,%,0,100
rnc_709c,rnc_709,%,0,100
rnc_710c,rnc_710,%,0,100
rnc_711c,rnc_711,%,0,100
rnc_712c,rnc_712,%,0,100
rnc_713c,rnc_713,%,0,100
rnc_714c,rnc_714,%,0,100
rnc_715c,rnc_715,%,0,100
rnc_716c,rnc_716,%,0,100
rnc_717c,rnc_717,%,0,100
rnc_987b,rnc_987,%,0,100
rnc_988b,rnc_988,%,0,100
rnc_989b,rnc_989,%,0,100
rnc_990b,rnc_990,%,0,100
rnc_991b,rnc_991,%,0,100
rnc_992b,rnc_992,%,0,100
rnc_993b,rnc_993,%,0,100
rnc_994b,rnc_994,%,0,100
rnc_995b,rnc_995,%,0,100
rnc_996b,rnc_996,%,0,100
rnc_997b,rnc_997,%,0,100
rnc_998b,rnc_998,%,0,100
rnc_999b,rnc_999,%,0,100
rnc_1000b,rnc_1000,%,0,100
rnc_1001b,rnc_1001,%,0,100
rnc_1002b,rnc_1002,%,0,100
rnc_1003b,rnc_1003,%,0,100
rnc_1004b,rnc_1004,%,0,100
rnc_1005b,rnc_1005,%,0,100
rnc_1006b,rnc_1006,%,0,100
rnc_198a,rnc_198,#,0,
rnc_198b,rnc_198,s,0,
rnc_2094a,rnc_2094,#,0,
rnc_2095a,rnc_2095,%,0,100
rnc_2096a,rnc_2096,%,0,100
rnc_2097a,rnc_2097,%,0,100
rnc_2098a,rnc_2098,kb/s,0,
rnc_2099a,rnc_2099,kb/s,0,
rnc_2100a,rnc_2100,%,0,100
rnc_2101a,rnc_2101,%,0,100
rnc_2102a,rnc_2102,%,0,100
rnc_2105a,rnc_2105,#,0,
rnc_2106a,rnc_2106,#,0,
rnc_2109a,rnc_2109,#,0,
rnc_2110a,rnc_2110,#,0,
rnc_2111a,rnc_2111,#,0,
rnc_2114a,rnc_2114,Mb/s,0,
rnc_2115a,rnc_2115,Mb/s,0,
rnc_2116a,rnc_2116,%,0,100
rnc_2118a,rnc_2118,%,0,100
rnc_2119a,rnc_2119,%,0,100
rnc_2120a,rnc_2120,%,0,100
rnc_2121a,rnc_2121,%,0,100
rnc_2122a,rnc_2122,%,0,100
rnc_2123a,rnc_2123,%,0,100
rnc_2125a,rnc_2125,%,0,100
rnc_2127a,rnc_2127,kb/s,0,
rnc_2126a,rnc_2126,kb/s,0,
rnc_2128a,rnc_2128,%,0,100
rnc_2129a,rnc_2129,%,0,100
rnc_2130a,rnc_2130,%,0,100
rnc_2131a,rnc_2131,%,0,100
rnc_2132a,rnc_2132,%,0,100
rnc_2133a,rnc_2133,%,0,100
rnc_2134a,rnc_2134,#,0,
rnc_2135a,rnc_2135,#,0,
rnc_2136a,rnc_2136,%,0,100
rnc_2137a,rnc_2137,%,0,100
rnc_2138a,rnc_2138,%,0,100
rnc_2139a,rnc_2139,%,0,100
rnc_2140a,rnc_2140,%,0,100
rnc_2141a,rnc_2141,%,0,100
rnc_2142a,rnc_2142,%,0,100
rnc_2143a,rnc_2143,%,0,100
rnc_2144a,rnc_2144,%,0,100
rnc_2145a,rnc_2145,%,0,100
rnc_2146a,rnc_2146,%,0,100
rnc_2147a,rnc_2147,%,0,100
rnc_2148a,rnc_2148,%,0,100
rnc_2149a,rnc_2149,%,0,100
rnc_2150a,rnc_2150,%,0,100
rnc_2151a,rnc_2151,%,0,100
rnc_2152a,rnc_2152,%,0,100
rnc_2153a,rnc_2153,%,0,100
rnc_2154a,rnc_2154,%,0,100
rnc_2155a,rnc_2155,%,0,100
rnc_2156a,rnc_2156,%,0,100
rnc_2157a,rnc_2157,%,0,100
rnc_2158a,rnc_2158,%,0,100
rnc_2159a,rnc_2159,%,0,100
rnc_2160a,rnc_2160,%,0,100
rnc_2161a,rnc_2161,%,0,100
rnc_2162a,rnc_2162,%,0,100
rnc_2164a,rnc_2164,#,0,
rnc_2165a,rnc_2165,#,0,
rnc_2166a,rnc_2166,#,0,
rnc_2167a,rnc_2167,#,0,
rnc_2124a,rnc_2124,%,0,100
rnc_2112a,rnc_2112,kb/s,0,
rnc_2113a,rnc_2113,kb/s,0,
rnc_159e,rnc_159,%,0,100
rnc_897c,rnc_897,%,0,100
rnc_898c,rnc_898,%,0,100
rnc_899c,rnc_899,%,0,100
rnc_872c,rnc_872,%,0,100
rnc_942b,rnc_942,%,0,100
rnc_1899a,rnc_1899,%,0,100
rnc_931a,rnc_931,Mb,0,
rnc_941a,rnc_941,kb/s,0,
rnc_2194a,rnc_2194,kb/s,0,
rnc_2195a,rnc_2195,Mb/s,0,
rnc_1099b,rnc_1099,%,0,100
rnc_2196a,rnc_2196,%,0,100
rnc_1099c,rnc_1099,%,0,100
rnc_2197a,rnc_2197,%,0,100
rnc_1093b,rnc_1093,#,0,
rnc_2198a,rnc_2198,#,0,
rnc_1093c,rnc_1093,#,0,
rnc_2199a,rnc_2199,#,0,
rnc_1098b,rnc_1098,%,0,100
rnc_2200a,rnc_2200,%,0,100
rnc_1098c,rnc_1098,%,0,100
rnc_2201a,rnc_2201,%,0,100
rnc_1092b,rnc_1092,#,0,
rnc_2202a,rnc_2202,#,0,
rnc_1092c,rnc_1092,#,0,
rnc_2203a,rnc_2203,#,0,
rnc_1094b,rnc_1094,#,0,
rnc_2206a,rnc_2206,#,0,
rnc_1094c,rnc_1094,#,0,
rnc_2207a,rnc_2207,#,0,
rnc_1096b,rnc_1096,%,0,100
rnc_1096c,rnc_1096,%,0,100
rnc_2209a,rnc_2209,%,0,100
rnc_1095b,rnc_1095,%,0,100
rnc_2210a,rnc_2210,%,0,100
rnc_1095c,rnc_1095,%,0,100
rnc_2211a,rnc_2211,%,0,100
rnc_930a,rnc_930,#,0,
rnc_2214a,rnc_2214,#,0,
rnc_1082a,rnc_1082,%,0,100
rnc_2215a,rnc_2215,%,0,100
rnc_1081a,rnc_1081,%,0,100
rnc_2216a,rnc_2216,%,0,100
rnc_897b,rnc_897,%,0,100
rnc_2174a,rnc_2174,%,0,100
rnc_898b,rnc_898,%,0,100
rnc_2175a,rnc_2175,%,0,100
rnc_899b,rnc_899,%,0,100
rnc_2176a,rnc_2176,%,0,100
rnc_956a,rnc_956,%,0,100
rnc_957a,rnc_957,%,0,100
rnc_968a,rnc_968,%,0,100
rnc_1103a,rnc_1103,%,0,100
rnc_2183a,rnc_2183,%,0,100
rnc_1104a,rnc_1104,%,0,100
rnc_2184a,rnc_2184,%,0,100
rnc_1105a,rnc_1105,%,0,100
rnc_2185a,rnc_2185,%,0,100
rnc_1106a,rnc_1106,%,0,100
rnc_956b,rnc_956,%,0,100
rnc_661c,rnc_661,%,0,100
rnc_660c,rnc_660,%,0,100
rnc_969a,rnc_969,#,0,
rnc_1097b,rnc_1097,%,0,100
rnc_2204a,rnc_2204,%,0,100
rnc_1097c,rnc_1097,%,0,100
rnc_2205a,rnc_2205,%,0,100
rnc_328a,rnc_328,#,0,
rnc_329a,rnc_329,#,0,
rnc_330a,rnc_330,#,0,
rnc_331a,rnc_331,#,0,
rnc_332a,rnc_332,#,0,
rnc_333a,rnc_333,#,0,
rnc_335a,rnc_335,#,0,
rnc_336a,rnc_336,#,0,
rnc_337a,rnc_337,#,0,
rnc_339a,rnc_339,#,0,
rnc_340a,rnc_340,#,0,
rnc_341a,rnc_341,#,0,
rnc_342a,rnc_342,#,0,
rnc_343a,rnc_343,#,0,
rnc_345a,rnc_345,#,0,
rnc_348a,rnc_348,#,0,
rnc_349a,rnc_349,#,0,
rnc_350a,rnc_350,#,0,
rnc_351a,rnc_351,#,0,
rnc_352a,rnc_352,#,0,
rnc_391a,rnc_391,#,0,
rnc_392a,rnc_392,#,0,
rnc_409a,rnc_409,#,0,
rnc_410a,rnc_410,#,0,
rnc_411a,rnc_411,#,0,
rnc_412a,rnc_412,#,0,
rnc_414a,rnc_414,#,0,
rnc_512a,rnc_512,#,0,
rnc_513a,rnc_513,#,0,
rnc_514a,rnc_514,#,0,
rnc_515a,rnc_515,#,0,
rnc_516a,rnc_516,#,0,
rnc_517a,rnc_517,#,0,
rnc_518a,rnc_518,#,0,
rnc_2217a,rnc_2217,#,0,
rnc_2218a,rnc_2218,#,0,
rnc_2219a,rnc_2219,#,0,
rnc_2220a,rnc_2220,#,0,
rnc_2221a,rnc_2221,#,0,
rnc_2222a,rnc_2222,#,0,
rnc_2223a,rnc_2223,#,0,
rnc_2224a,rnc_2224,#,0,
rnc_2225a,rnc_2225,#,0,
rnc_2232a,rnc_2232,#,0,
rnc_2233a,rnc_2233,#,0,
rnc_2234a,rnc_2234,#,0,
rnc_2235a,rnc_2235,#,0,
rnc_2236a,rnc_2236,#,0,
rnc_2237a,rnc_2237,#,0,
rnc_2238a,rnc_2238,#,0,
rnc_2244a,rnc_2244,#,0,
rnc_2245a,rnc_2245,#,0,
rnc_2246a,rnc_2246,#,0,
rnc_2247a,rnc_2247,#,0,
rnc_2248a,rnc_2248,#,0,
rnc_2249a,rnc_2249,#,0,
rnc_2250a,rnc_2250,#,0,
rnc_952a,rnc_952,kb/s,0,
rnc_1080a,rnc_1080,%,0,100
rnc_1121a,rnc_1121,#,0,
rnc_1122a,rnc_1122,#,0,
rnc_1123a,rnc_1123,#,0,
rnc_1124a,rnc_1124,#,0,
rnc_1125a,rnc_1125,#,0,
rnc_1126a,rnc_1126,#,0,
rnc_1a,rnc_1,kb/s,0,
rnc_955a,rnc_955,%,0,100
rnc_2251a,rnc_2251,%,0,100
rnc_1119a,rnc_1119,%,0,100
rnc_980a,rnc_980,%,0,100
rnc_2252a,rnc_2252,%,0,100
rnc_2279a,rnc_2279,#,0,
rnc_2280a,rnc_2280,#,0,
rnc_2281a,rnc_2281,#,0,
rnc_2282a,rnc_2282,%,0,100
rnc_2283a,rnc_2283,%,0,100
rnc_2465a,rnc_2465,%,0,100
rnc_2466a,rnc_2466,%,0,100
rnc_2467a,rnc_2467,%,0,100
rnc_2468a,rnc_2468,%,0,100
rnc_2469a,rnc_2469,%,0,100
rnc_2470a,rnc_2470,%,0,100
rnc_2496a,rnc_2496,#,0,
rnc_2497a,rnc_2497,#,0,
rnc_2498a,rnc_2498,%,0,100
rnc_2499a,rnc_2499,#,0,
rnc_1237a,rnc_1237,%,0,100
rnc_1237b,rnc_1237,%,0,100
rnc_646e,rnc_646,%,0,100
rnc_647e,rnc_647,%,0,100
rnc_648e,rnc_648,%,0,100
rnc_649e,rnc_649,%,0,100
rnc_650e,rnc_650,%,0,100
rnc_651e,rnc_651,%,0,100
rnc_652e,rnc_652,%,0,100
rnc_653e,rnc_653,%,0,100
rnc_654e,rnc_654,%,0,100
rnc_1028d,rnc_1028,%,0,100
rnc_1029d,rnc_1029,%,0,100
rnc_1030d,rnc_1030,%,0,100
rnc_1031d,rnc_1031,%,0,100
rnc_1033d,rnc_1033,%,0,100
rnc_1035d,rnc_1035,%,0,100
rnc_1665c,rnc_1665,%,0,100
rnc_1666c,rnc_1666,%,0,100
rnc_1667c,rnc_1667,%,0,100
rnc_1668c,rnc_1668,%,0,100
rnc_2023b,rnc_2023,%,0,100
rnc_2585a,rnc_2585,%,0,100
rnc_2586a,rnc_2586,%,0,100
rnc_2587a,rnc_2587,%,0,100
rnc_2588a,rnc_2588,%,0,100
rnc_1038c,rnc_1038,%,0,100
rnc_1039c,rnc_1039,%,0,100
rnc_1040c,rnc_1040,%,0,100
rnc_1041c,rnc_1041,%,0,100
rnc_1042c,rnc_1042,%,0,100
rnc_1043c,rnc_1043,%,0,100
rnc_1044c,rnc_1044,%,0,100
rnc_1045c,rnc_1045,%,0,100
rnc_1046c,rnc_1046,%,0,100
rnc_1048c,rnc_1048,%,0,100
rnc_1985b,rnc_1985,%,0,100
rnc_1986b,rnc_1986,%,0,100
rnc_1987b,rnc_1987,%,0,100
rnc_1988b,rnc_1988,%,0,100
rnc_1989b,rnc_1989,%,0,100
rnc_1990b,rnc_1990,%,0,100
rnc_1991b,rnc_1991,%,0,100
rnc_1992b,rnc_1992,%,0,100
rnc_1993b,rnc_1993,%,0,100
rnc_1994b,rnc_1994,%,0,100
rnc_1995b,rnc_1995,%,0,100
rnc_1996b,rnc_1996,%,0,100
rnc_2591a,rnc_2591,%,0,100
rnc_2592a,rnc_2592,%,0,100
rnc_2593a,rnc_2593,%,0,100
rnc_2594a,rnc_2594,%,0,100
rnc_2595a,rnc_2595,%,0,100
rnc_2596a,rnc_2596,%,0,100
rnc_2597a,rnc_2597,#,0,
rnc_2598a,rnc_2598,#,0,
rnc_2599a,rnc_2599,%,0,100
rnc_2600a,rnc_2600,kB,0,
rnc_2601a,rnc_2601,kB,0,
rnc_1290a,rnc_1290,ms,0,
rnc_2653a,rnc_2653,#,0,
rnc_2654a,rnc_2654,#,0,
rnc_658a,rnc_658,%,0,100
rnc_1047a,rnc_1047,%,0,100
rnc_1047c,rnc_1047,%,0,100
rnc_1897a,rnc_1897,%,0,100
rnc_1897b,rnc_1897,%,0,100
rnc_2651a,rnc_2651,%,0,100
rnc_1100a,rnc_1100,%,0,100
rnc_1100b,rnc_1100,%,0,100
rnc_1100c,rnc_1100,%,0,100
rnc_1100d,rnc_1100,%,0,100
rnc_2212a,rnc_2212,%,0,100
rnc_1909a,rnc_1909,%,0,100
rnc_872d,rnc_872,%,0,100
rnc_942c,rnc_942,%,0,100
rnc_2163a,rnc_2163,#,0,
rnc_1899b,rnc_1899,%,0,100
rnc_2208a,rnc_2208,%,0,100
rnc_100d,rnc_100,%,0,100
rnc_100e,rnc_100,%,0,100
rnc_1028c,rnc_1028,%,0,100
rnc_1029c,rnc_1029,%,0,100
rnc_1030c,rnc_1030,%,0,100
rnc_1031c,rnc_1031,%,0,100
rnc_1032c,rnc_1032,%,0,100
rnc_1033c,rnc_1033,%,0,100
rnc_1034c,rnc_1034,%,0,100
rnc_1035c,rnc_1035,%,0,100
rnc_1037b,rnc_1037,#,0,
rnc_1038b,rnc_1038,%,0,100
rnc_1039b,rnc_1039,%,0,100
rnc_103a,rnc_103,%,0,100
rnc_1040b,rnc_1040,%,0,100
rnc_1041b,rnc_1041,%,0,100
rnc_1042b,rnc_1042,%,0,100
rnc_1043b,rnc_1043,%,0,100
rnc_1044b,rnc_1044,%,0,100
rnc_1045b,rnc_1045,%,0,100
rnc_1046b,rnc_1046,%,0,100
rnc_1047b,rnc_1047,%,0,100
rnc_1048b,rnc_1048,%,0,100
rnc_104a,rnc_104,%,0,100
rnc_1056a,rnc_1056,%,0,100
rnc_105a,rnc_105,%,0,100
rnc_106a,rnc_106,%,0,100
rnc_107a,rnc_107,%,0,100
rnc_1083b,rnc_1083,%,0,100
rnc_108a,rnc_108,%,0,100
rnc_109a,rnc_109,%,0,100
rnc_1101b,rnc_1101,#,0,
rnc_1101c,rnc_1101,#,0,
rnc_1102b,rnc_1102,%,0,100
rnc_1102c,rnc_1102,%,0,100
rnc_1107c,rnc_1107,#,0,
rnc_1107d,rnc_1107,#,0,
rnc_1108c,rnc_1108,%,0,100
rnc_1108d,rnc_1108,%,0,100
rnc_1109c,rnc_1109,%,0,100
rnc_1109d,rnc_1109,%,0,100
rnc_110a,rnc_110,%,0,100
rnc_1115c,rnc_1115,%,0,100
rnc_1115d,rnc_1115,%,0,100
rnc_1116a,rnc_1116,%,0,100
rnc_1116b,rnc_1116,%,0,100
rnc_111a,rnc_111,%,0,100
rnc_112a,rnc_112,%,0,100
rnc_1147a,rnc_1147,kb/s,0,
rnc_1147b,rnc_1147,kb/s,0,
rnc_1148a,rnc_1148,kb/s,0,
rnc_1148b,rnc_1148,kb/s,0,
rnc_1185b,rnc_1185,%,0,100
rnc_1185c,rnc_1185,%,0,100
rnc_1186b,rnc_1186,%,0,100
rnc_1186c,rnc_1186,%,0,100
rnc_1187b,rnc_1187,%,0,100
rnc_1187c,rnc_1187,%,0,100
rnc_1188b,rnc_1188,%,0,100
rnc_1188c,rnc_1188,%,0,100
rnc_137a,rnc_137,dBm,,
rnc_137b,rnc_137,dBm,,
rnc_138a,rnc_138,dBm,,
rnc_138b,rnc_138,dBm,,
rnc_139a,rnc_139,dBm,,
rnc_139b,rnc_139,dBm,,
rnc_140a,rnc_140,dBm,,
rnc_140b,rnc_140,dBm,,
rnc_141a,rnc_141,dBm,,
rnc_142a,rnc_142,dBm,,
rnc_142b,rnc_142,dBm,,
rnc_143b,rnc_143,dBm,,
rnc_144a,rnc_144,dBm,,
rnc_145a,rnc_145,dBm,,
rnc_146a,rnc_146,dBm,,
rnc_148b,rnc_148,%,0,100
rnc_150d,rnc_150,%,0,100
