KPI,Unit
ggsn_577a,%
ggsn_578a,#
ggsn_579a,#
ggsn_580a,#
ggsn_581a,%
ggsn_581b,%
ggsn_582a,#
ggsn_582b,#
ggsn_583a,%
ggsn_583b,%
ggsn_584a,#
ggsn_584b,#
ggsn_585a,#
ggsn_586a,#
ggsn_587a,#
ggsn_588a,%
ggsn_589a,#
ggsn_590a,%
ggsn_591a,#
ggsn_592a,%
ggsn_593a,#
ggsn_594a,#
ggsn_595a,#
ggsn_596a,#
ggsn_597a,#
ggsn_598a,#
ggsn_599a,%
ggsn_600a,#
ggsn_601a,%
ggsn_602a,#
ggsn_603a,%
ggsn_604a,#
ggsn_605a,#
ggsn_606a,#
ggsn_607a,#
ggsn_608a,#
ggsn_609a,#
ggsn_610a,%
ggsn_611a,#
ggsn_612a,%
ggsn_613a,#
ggsn_614a,%
ggsn_615a,#
ggsn_616a,#
ggsn_617a,#
ggsn_618a,#
ggsn_619a,%
ggsn_619b,%
ggsn_620a,#
ggsn_620b,#
ggsn_621a,%
ggsn_621b,%
ggsn_622a,#
ggsn_622b,#
ggsn_623a,%
ggsn_624a,#
ggsn_625a,#
ggsn_626a,#
ggsn_627a,#
ggsn_628a,#
ggsn_629a,#
ggsn_630a,%
ggsn_631a,#
ggsn_633a,kB
ggsn_634a,kB
ggsn_635a,%
ggsn_636a,#
ggsn_637a,#
ggsn_638a,kB
ggsn_638b,kB
ggsn_639a,kB
ggsn_639b,kB
ggsn_640a,kB
ggsn_640b,kB
ggsn_641a,%
ggsn_642a,%
ggsn_643a,%
ggsn_644a,%
ggsn_645a,%
ggsn_646a,%
ggsn_647a,%
ggsn_648a,%
ggsn_649a,%
ggsn_650a,%
ggsn_2000a,#
ggsn_2001a,%
ggsn_2002a,#
ggsn_2003a,%
ggsn_2004a,#
ggsn_2005a,%
ggsn_2006a,#
ggsn_2007a,%
ggsn_2008a,Mbps
ggsn_2009a,Mbps
ggsn_2010a,pps
ggsn_2011a,pps
ggsn_2012a,#
ggsn_2013a,#
ggsn_2014a,%
ggsn_2015a,#
ggsn_2016a,%
ggsn_2017a,%
ggsn_2018a,#
ggsn_2019a,%
ggsn_2020a,%
ggsn_2021a,#
ggsn_2022a,%
ggsn_2023a,MB
ggsn_2024a,MB
ggsn_2025a,#
ggsn_2026a,MB
ggsn_2027a,MB
ggsn_2028a,#
ggsn_2029a,%
ggsn_2030a,%
ggsn_2031a,%
ggsn_2032a,%
ggsn_2033a,MB
ggsn_2034a,MB
ggsn_2035a,MB
ggsn_2036a,MB
ggsn_2037a,MB
ggsn_2038a,MB
ggsn_2039a,%
ggsn_2040a,%
ggsn_2041a,%
ggsn_2042a,%
ggsn_2043a,%
ggsn_2044a,%
ggsn_2045a,MB
ggsn_2046a,MB
ggsn_2047a,%
ggsn_2048a,%
ggsn_2049a,%
ggsn_2050a,%
ggsn_2051a,%
ggsn_2052a,#
ggsn_2053a,#
ggsn_2054a,%
ggsn_2055a,%
ggsn_2056a,%
ggsn_2057a,%
ggsn_2058a,%
ggsn_2059a,#
ggsn_2060a,%
ggsn_2061a,#
ggsn_2062a,%
ggsn_2063a,#
ggsn_2064a,%
ggsn_2065a,#
ggsn_2066a,%
ggsn_2067a,#
ggsn_2068a,%
ggsn_2069a,#
ggsn_2070a,%
ggsn_2071a,%
ggsn_2072a,pps
ggsn_2073a,pps
ggsn_2074a,pps
ggsn_2075a,pps
ggsn_2076a,%
ggsn_2077a,%
ggsn_2078a,%
ggsn_2079a,#
ggsn_2080a,%
ggsn_2081a,#/s
ggsn_2082a,%
ggsn_2083a,%
ggsn_2084a,kB
ggsn_2085a,kB
ggsn_2086a,kbps
ggsn_2087a,kbps
ggsn_2088a,%
ggsn_2088b,%
ggsn_2089a,%
ggsn_2090a,%
ggsn_2091a,MB
ggsn_2092a,MB
ggsn_2093a,kbps
ggsn_2094a,Mbps
ggsn_2095a,%
ggsn_2095b,%
ggsn_2096a,%
ggsn_2097a,#
ggsn_2098a,#
ggsn_2099a,#
ggsn_2100a,#
ggsn_2101a,pps
ggsn_111a,#
ggsn_386c,Mbps
ggsn_386d,Mbps
ggsn_117a,Mbps
ggsn_118a,Mbps
ggsn_399c,Mbps
ggsn_399d,Mbps
res_ggsn50b,%
ggsn_124a,Mbps
ggsn_126a,pps
cha_ggsn83a,#
cha_ggsn84a,#
cha_ggsn86b,%
tra_ggsn176c,MB
ggsn_115a,MB
tra_ggsn177c,MB
ggsn_116a,MB
ggsn_527a,%
ggsn_632a,%
ggsn_178a,MB
ggsn_180a,MB
ggsn_179a,MB
ggsn_181a,MB
ggsn_125a,Mbps
ggsn_127a,pps
ggsn_412b,MB
ggsn_412c,MB
ggsn_411b,MB
ggsn_411c,MB
LTE_5218f,%
LTE_5204c,%
LTE_5205b,#
LTE_5805d,#
LTE_5804c,#
LTE_5572e,%
LTE_5562a,#
LTE_5564a,%
LTE_5565a,#
LTE_5567a,%
LTE_5293c,kbit/s
LTE_5289d,kbit/s
LTE_5292d,kbit/s
msc_2326a,#
msc_2327a,%
isbc_2a,%
isbc_4a,%
isbc_6b,%
isbc_7a,#
isbc_10a,s
isbc_13a,%
isbc_20a,#
isbc_21a,%
isbc_24a,ms
sbcn_2a,%
sbcn_4a,%
sbcn_6b,%
sbcn_7a,#
sbcn_10a,s
sbcn_13a,%
sbcn_20a,#
sbcn_21a,%
sbcn_24a,ms
cscf_2a,%
cscf_5a,%
cscf_7a,%
cscf_9b,%
cscf_10a,#
cscf_11b,%
cscf_19a,s
cscf_89a,#
cscf_90a,%
cscf_92a,s
cscf_97a,s
cscf_170a,%
cscf_242b,s
cscf_249b,%
cscf_275a,%
cscf_276a,%
cscf_277a,%
cscf_5005a,#
tas_2368a,%
tas_2230a,%
tas_2254a,#
tas_2255a,%
tas_648a,%
tas_583a,#
tas_405a,s
tas_602a,%
tas_603a,%
tas_2312a,E
tas_2325b,%
tas_2327b,#
ntas_2230a,%
ntas_2368a,%
ntas_2254a,#
ntas_2255a,%
ntas_648a,%
ntas_405a,s
ntas_602a,%
ntas_603a,%
ntas_2312a,E
ntas_2327a,#
ntas_2325a,%
ntas_2364a,#
ntas_2362a,%
ntas_2369a,#
ntas_2370a,%
obgw_1140a,#
obgw_2005a,Mbps
cmm_5a,%
cmm_69a,%
cmm_78a,%
cmm_66a,#
cmm_74a,%
cmm_105a,%
cmm_107a,%
cmg_265a,#
cmg_266a,%
cmg_267a,#
cmg_268a,%
hssf_5003a,#/s
hssf_7a,#
hssf_92a,%
hssf_1a,#
hssf_2a,#
hssf_2b,#
hssf_3a,#
hssf_4a,%
hssf_5a,#
hssf_6a,#
hssf_6b,#
hssf_6c,#
hssf_7b,#
hssf_8a,#
hssf_9a,#
hssf_10a,%
hssf_10b,%
hssf_11a,%
hssf_12a,%
hssf_13a,%
hssf_14a,%
hssf_15a,#
hssf_16a,#
hssf_17a,%
hssf_18a,#
hssf_19a,#
hssf_20a,%
hssf_21a,#
hssf_22a,#
hssf_23a,%
hssf_24a,%
hssf_25a,#
hssf_26a,#
hssf_27a,#
hssf_28a,%
hssf_29a,%
hssf_30a,%
hssf_31a,%
hssf_32a,%
hssf_33a,%
hssf_34a,#
hssf_35a,#
hssf_36a,#
hssf_37a,#
hssf_38a,%
hssf_39a,%
hssf_40a,%
hssf_41a,%
hssf_42a,#
hssf_43a,#
hssf_44a,%
hssf_45a,%
hssf_46a,#
hssf_47a,#
hssf_48a,#
hssf_49a,%
hssf_50a,%
hssf_51a,%
hssf_52a,%
hssf_53a,%
hssf_54a,%
hssf_55a,#
hssf_56a,#
hssf_57a,%
hssf_58a,%
hssf_59a,%
hssf_60a,%
hssf_61a,#
hssf_62a,%
hssf_63a,%
hssf_64a,#
hssf_65a,%
hssf_66a,#
hssf_67a,%
hssf_68a,%
hssf_69a,#
hssf_70a,%
hssf_70b,%
hssf_71a,%
hssf_71b,%
hssf_72a,%
hssf_72b,%
hssf_73a,%
hssf_73b,%
hssf_74a,%
hssf_74b,%
hssf_75a,%
hssf_75b,%
hssf_76a,%
hssf_77a,%
hssf_78a,%
hssf_78b,%
hssf_79a,%
hssf_80a,%
hssf_81a,%
hssf_82a,%
hssf_83a,%
hssf_84a,%
hssf_85a,%
hssf_86a,#
hssf_86b,#
hssf_87a,%
hssf_87b,%
hssf_88a,%
hssf_88b,%
hssf_89a,%
hssf_89b,%
hssf_90a,%
hssf_90b,%
hssf_91a,%
hssf_92b,%
hssf_93a,%
hssf_93b,%
hssf_94a,%
hssf_94b,%
hssf_95a,%
hssf_95b,%
hssf_95c,%
hssf_96a,%
hssf_96b,%
hssf_97a,%
hssf_98a,%
hssf_99a,%
hssf_100a,%
hssf_101a,%
hssf_102a,%
hssf_103a,#
hssf_104a,#
hssf_105a,%
hssf_105b,%
hssf_106a,#
hssf_107a,%
hssf_107b,%
hssf_107c,%
hssf_108a,#
hssf_109a,%
hssf_110a,#
hssf_110b,#
hssf_111a,%
hssf_112a,%
hssf_113a,%
hssf_114a,%
hssf_115a,%
hssf_116a,%
hssf_117a,%
hssf_118a,%
hssf_119a,%
hssf_120a,%
hssf_121a,%
hssf_122a,%
hssf_123a,%
hssf_124a,%
hssf_124b,%
hssf_125a,%
hssf_125b,%
hssf_126a,%
hssf_126b,%
hssf_127a,%
hssf_127b,%
hssf_128a,%
hssf_128b,%
hssf_129a,%
hssf_129b,%
hssf_130a,%
hssf_130b,%
hssf_131a,#
hssf_132a,%
hssf_132b,%
hssf_133a,%
hssf_133b,%
hssf_134a,%
hssf_135a,%
hssf_136a,%
hssf_136b,%
hssf_137a,%
hssf_137b,%
hssf_137c,%
hssf_138a,%
hssf_139a,%
hssf_139b,%
hssf_140a,%
hssf_140b,%
hssf_140c,%
hssf_141a,%
hssf_141b,%
hssf_141c,%
hssf_142a,#
hssf_142b,#
hssf_143a,#
hssf_143b,#
hssf_143c,#
hssf_143d,#
hssf_144a,#
hssf_144b,#
hssf_144c,#
hssf_145a,#
hssf_145b,#
hssf_145c,#
hssf_146a,#
hssf_147a,#
hssf_148a,#
hssf_149a,#
hssf_149b,#
hssf_150a,#
hssf_151a,#
hssf_152a,#
hssf_153a,#
hssf_154a,#
hssf_155a,#
hssf_155b,#
hssf_156a,#
hssf_156b,#
hssf_157a,#
hssf_158a,#
hssf_159a,#
hssf_160a,#
hssf_161a,#
hssf_162a,#
hssf_163a,#
hssf_164a,#
hssf_165a,#
hssf_166a,#
hssf_167a,#
hssf_168a,#
hssf_169a,#
hssf_170a,#
hssf_171a,#
hssf_172a,%
hssf_173a,#
hssf_174a,%
hssf_175a,#
hssf_176a,%
hssf_177a,#
hssf_178a,%
hssf_179a,#
hssf_180a,%
hssf_181a,#
hssf_182a,%
hssf_183a,#
hssf_183b,#
hssf_184a,#
hssf_185a,%
hssf_185b,%
hssf_186a,#
hssf_187a,min
hssf_188a,%
hssf_189a,%
hssf_190a,#
hssf_191a,%
hssf_192a,#
hssf_193a,%
hssf_194a,#
hssf_195a,#
hssf_195b,#
hssf_196a,#
hssf_197a,%
hssf_198a,#
hssf_199a,#
hssf_200a,#
hssf_201a,#
hssf_202a,%
hssf_203a,#
hssf_204a,%
hssf_205a,#
hssf_206a,%
hssf_207a,#
hssf_208a,#
hssf_209a,%
hssf_210a,#
hssf_211a,#
hssf_212a,%
hssf_213a,#
hssf_214a,#
hssf_215a,%
hssf_216a,%
hssf_217a,%
hssf_218a,%
hssf_219a,%
hssf_220a,%
hssf_221a,%
hssf_222a,%
hssf_223a,%
hssf_224a,%
hssf_225a,%
hssf_226a,#
hssf_227a,%
hssf_228a,#
hssf_229a,%
hssf_230a,#
hssf_231a,%
hssf_232a,#
hssf_233a,#
hssf_234a,#
hssf_235a,#
hssf_236a,#
hssf_237a,#
hssf_238a,#
hssf_239a,#
hssf_240a,#
hssf_241a,#
hssf_242a,#
hssf_243a,#
hssf_244a,#
hssf_245a,#
hssf_246a,#
hssf_247a,#
hssf_248a,#
hssf_249a,%
hssf_5000a,#/s
hssf_5001a,#/s
hssf_5001b,#/s
hssf_5002a,#/s
hssf_5002b,#/s
hssf_5003b,#/s
hssf_5004a,#/s
hssf_5005a,#/s
hssf_5005b,#/s
hssf_5006a,#/s
hssf_5007a,#/s
hssf_5008a,#/s
hssf_5009a,#/s
hssf_5009b,#/s
hssf_5010a,%
hssf_5011a,#/s
hssf_5012a,#/s
hssf_5013a,#
hssf_5014a,#/s
hssf_5015a,#/s
hssf_5016a,#/s
hssf_5017a,#/s
hssf_5017b,#/s
hssf_5017c,#/s
hssf_5017d,#/s
hssf_5017e,#/s
hssf_5018a,#/s
hssf_5019a,#/s
hssf_5019b,#/s
hssf_5019c,#/s
hssf_5020a,#/s
hssf_5021a,#/s
hssf_5022a,#/s
isbc_1a,#
isbc_3a,#
isbc_5a,#
isbc_6a,%
isbc_8a,%
isbc_8b,%
isbc_9a,ms
isbc_11a,%
isbc_11b,%
isbc_12a,%
isbc_12b,%
isbc_14a,%
isbc_15a,%
isbc_15b,%
isbc_16a,%
isbc_16b,%
isbc_17a,%
isbc_17b,%
isbc_18a,%
isbc_18b,%
isbc_19a,%
isbc_19b,%
isbc_22a,%
isbc_23a,%
isbc_25a,ms
isbc_26a,#
isbc_27a,%
isbc_28a,ms
isbc_29a,s
isbc_30a,#
isbc_31a,%
isbc_32a,#
isbc_33a,%
isbc_34a,%
isbc_35a,%
isbc_36a,%
isbc_37a,%
isbc_38a,%
isbc_39a,%
isbc_40a,%
isbc_41a,#
isbc_42a,%
isbc_43a,ms
isbc_44a,s
isbc_45a,#
isbc_46a,%
isbc_47a,#
isbc_48a,%
isbc_49a,%
isbc_50a,%
isbc_51a,%
isbc_52a,%
isbc_53a,%
isbc_54a,%
isbc_55a,%
isbc_56a,%
isbc_57a,%
isbc_58a,#
isbc_59a,%
isbc_60a,#
isbc_61a,%
isbc_62a,#
isbc_63a,%
isbc_64a,%
isbc_65a,%
isbc_66a,%
isbc_67a,%
LTE_3a,#
LTE_4a,#
LTE_5a,%
LTE_6a,#
LTE_7a,%
LTE_8a,#
LTE_9a,#
LTE_11a,#
LTE_13a,%
LTE_14a,%
LTE_32a,#
LTE_33a,#
LTE_34a,#
LTE_47a,%
LTE_70a,%
LTE_71a,%
LTE_77a,#
LTE_79a,MB
LTE_80a,MB
LTE_81a,MB
LTE_82a,MB
LTE_83a,MB
LTE_85a,MB
LTE_86a,MB
LTE_87a,MB
LTE_88a,MB
LTE_89a,MB
LTE_91a,%
LTE_92a,%
LTE_93a,%
LTE_94a,%
LTE_95a,%
LTE_97a,MB
LTE_98a,MB
LTE_99a,MB
LTE_100a,MB
LTE_101a,MB
LTE_103a,#
LTE_104a,#
LTE_105a,#
LTE_106a,#
LTE_107a,#
LTE_122a,MB
LTE_123a,MB
LTE_126a,%
LTE_127a,%
LTE_128a,#
LTE_129a,#
LTE_130a,#
LTE_131a,#
LTE_141a,%
LTE_142a,%
LTE_143a,%
LTE_144a,%
LTE_145a,%
LTE_146a,%
LTE_147a,%
LTE_148a,%
LTE_149a,%
LTE_150a,%
LTE_151a,%
LTE_152a,%
LTE_153a,%
LTE_154a,%
LTE_155a,%
LTE_156a,%
LTE_157a,%
LTE_158a,%
LTE_159a,%
LTE_160a,%
LTE_161a,%
LTE_162a,%
LTE_163a,%
LTE_164a,%
LTE_165a,%
LTE_166a,%
LTE_167a,%
LTE_168a,%
LTE_169a,%
LTE_170a,%
LTE_172a,%
LTE_173a,%
LTE_207a,%
LTE_251a,%
LTE_252a,%
LTE_253a,%
LTE_254a,%
LTE_255a,%
LTE_256a,%
LTE_257a,%
LTE_258a,%
LTE_259a,%
LTE_260a,%
LTE_261a,%
LTE_262a,%
LTE_263a,%
LTE_264a,%
LTE_265a,%
LTE_266a,%
LTE_267a,%
LTE_268a,%
LTE_269a,%
LTE_270a,%
LTE_280a,MB
LTE_282a,MB
LTE_397a,MB
LTE_398a,MB
LTE_399a,MB
LTE_402a,MB
LTE_403a,MB
LTE_404a,MB
LTE_405a,MB
LTE_406a,MB
LTE_407a,MB
LTE_408a,MB
LTE_409a,%
LTE_410a,%
LTE_411a,#
LTE_412a,#
LTE_413a,#
LTE_414a,#
LTE_415a,#
LTE_416a,#
LTE_417a,#
LTE_418a,#
LTE_419a,#
LTE_420a,#
LTE_421a,#
LTE_422a,#
LTE_423a,#
LTE_424a,#
LTE_425a,#
LTE_426a,#
LTE_430a,#
LTE_431a,#
LTE_433a,%
LTE_434a,%
LTE_435a,%
LTE_436a,%
LTE_437a,#
LTE_438a,#
LTE_439a,dBm
LTE_440a,dBm
LTE_442a,dBm
LTE_443a,dBm
LTE_445a,#
LTE_446a,#
LTE_447a,#
LTE_448a,#
LTE_449a,#
LTE_450a,#
LTE_451a,#
LTE_452a,#
LTE_453a,#
LTE_454a,#
LTE_455a,#
LTE_456a,#
LTE_457a,#
LTE_458a,#
LTE_459a,#
LTE_460a,#
LTE_461a,#
LTE_462a,#
LTE_463a,#
LTE_464a,#
LTE_465a,#
LTE_466a,#
LTE_467a,#
LTE_468a,#
LTE_469a,#
LTE_470a,#
LTE_471a,#
LTE_472a,#
LTE_473a,#
LTE_474a,#
LTE_475a,#
LTE_476a,#
LTE_477a,#
LTE_478a,#
LTE_479a,#
LTE_480a,#
LTE_481a,#
LTE_482a,#
LTE_483a,#
LTE_484a,#
LTE_485a,#
LTE_486a,#
LTE_487a,#
LTE_488a,#
LTE_501a,#
LTE_502a,#
LTE_503a,#
LTE_504a,#
LTE_505a,#
LTE_506a,#
LTE_507a,#
LTE_508a,#
LTE_509a,#
LTE_510a,#
LTE_511a,#
LTE_512a,#
LTE_513a,#
LTE_514a,#
LTE_515a,#
LTE_516a,#
LTE_517a,#
LTE_518a,#
LTE_519a,#
LTE_520a,#
LTE_521a,#
LTE_522a,#
LTE_523a,#
LTE_524a,#
LTE_525a,#
LTE_526a,#
LTE_527a,#
LTE_528a,#
LTE_529a,#
LTE_530a,#
LTE_531a,#
LTE_532a,#
LTE_537a,%
LTE_538a,%
LTE_542a,dB
LTE_543a,dB
LTE_544a,dB
LTE_567a,#
LTE_568a,#
LTE_569a,#
LTE_570a,#
LTE_571a,#
LTE_572a,#
LTE_573a,#
LTE_574a,#
LTE_575a,#
LTE_576a,#
LTE_577a,#
LTE_578a,#
LTE_579a,#
LTE_580a,#
LTE_581a,#
LTE_582a,#
LTE_583a,#
LTE_584a,#
LTE_585a,#
LTE_586a,#
LTE_587a,#
LTE_588a,#
LTE_592a,%
LTE_593a,%
LTE_594a,%
LTE_595a,%
LTE_596a,%
LTE_661a,%
LTE_665a,MB
LTE_666a,MB
LTE_667a,MB
LTE_668a,MB
LTE_669a,MB
LTE_671a,MB
LTE_672a,MB
LTE_673a,MB
LTE_674a,MB
LTE_675a,MB
LTE_677a,%
LTE_678a,%
LTE_679a,%
LTE_680a,%
LTE_681a,%
LTE_683a,MB
LTE_684a,MB
LTE_685a,MB
LTE_686a,MB
LTE_687a,MB
LTE_689a,#
LTE_690a,#
LTE_691a,#
LTE_692a,#
LTE_693a,#
LTE_706a,%
LTE_707a,%
LTE_708a,%
LTE_713a,#
LTE_714a,Kbyte
LTE_715a,#
LTE_720a,#
LTE_68a,Mbps
LTE_69a,Mbps
LTE_74a,Mbps
LTE_75a,Mbps
LTE_109a,Mbps
LTE_110a,Mbps
LTE_111a,Mbps
LTE_112a,Mbps
LTE_113a,Mbps
LTE_115a,Mbps
LTE_116a,Mbps
LTE_117a,Mbps
LTE_118a,Mbps
LTE_119a,Mbps
LTE_124a,Mbps
LTE_125a,Mbps
LTE_695a,Mbps
LTE_696a,Mbps
LTE_697a,Mbps
LTE_698a,Mbps
LTE_699a,Mbps
LTE_701a,Mbps
LTE_702a,Mbps
LTE_703a,Mbps
LTE_704a,Mbps
LTE_705a,Mbps
LTE_731a,%
LTE_732a,%
LTE_733a,%
LTE_734a,%
LTE_735a,%
LTE_736a,%
LTE_539a,dB
LTE_540a,dB
LTE_545a,#
LTE_546a,#
LTE_547a,#
LTE_548a,#
LTE_549a,#
LTE_550a,#
LTE_551a,#
LTE_552a,#
LTE_553a,#
LTE_554a,#
LTE_555a,#
LTE_556a,#
LTE_557a,#
LTE_558a,#
LTE_559a,#
LTE_560a,#
LTE_561a,#
LTE_562a,#
LTE_563a,#
LTE_564a,#
LTE_565a,#
LTE_566a,#
LTE_589a,%
LTE_590a,%
LTE_591a,%
LTE_37a,%
LTE_39a,%
LTE_40a,%
LTE_51a,%
LTE_54a,%
LTE_750a,#
LTE_751a,#
LTE_752a,#
LTE_755a,%
LTE_772a,%
LTE_773a,%
LTE_774a,%
LTE_775a,%
LTE_776a,%
LTE_777a,%
LTE_778a,%
LTE_779a,%
LTE_781a,%
LTE_782a,%
LTE_785a,%
LTE_227a,%
LTE_228a,%
LTE_229a,%
LTE_230a,%
LTE_231a,%
LTE_233a,%
LTE_234a,%
LTE_894a,%
LTE_895a,%
LTE_896a,%
LTE_952a,kbps
LTE_953a,kbps
LTE_954a,kbps
LTE_955a,kbps
LTE_956a,kbps
LTE_957a,kbps
LTE_958a,kbps
LTE_959a,kbps
LTE_960a,kbps
LTE_961a,kbps
LTE_962a,kbps
LTE_963a,kbps
LTE_964a,kbps
LTE_965a,kbps
LTE_966a,kbps
LTE_967a,kbps
LTE_968a,kbps
LTE_969a,kbps
LTE_970a,kbps
LTE_971a,kbps
LTE_972a,kbps
LTE_973a,kbps
LTE_974a,kbps
LTE_975a,kbps
LTE_66a,MB
LTE_67a,MB
LTE_66b,MB
LTE_67b,MB
LTE_980a,%
LTE_981a,%
LTE_982a,%
LTE_983a,%
LTE_786a,Mbps
LTE_787a,Mbps
LTE_788a,Mbps
LTE_789a,Mbps
LTE_786b,Mbps
LTE_787b,Mbps
LTE_788b,Mbps
LTE_789b,Mbps
LTE_31a,%
LTE_35a,%
LTE_36a,%
LTE_38a,%
LTE_41a,%
LTE_42a,%
LTE_43a,%
LTE_48a,%
LTE_49a,%
LTE_50a,%
LTE_52a,%
LTE_53a,%
LTE_55a,%
LTE_56a,%
LTE_57a,%
LTE_58a,%
LTE_72a,MB
LTE_73a,MB
LTE_76a,%
LTE_121a,%
LTE_138a,%
LTE_140a,%
LTE_174a,%
LTE_174b,%
LTE_175a,%
LTE_175b,%
LTE_176a,%
LTE_176b,%
LTE_177a,%
LTE_177b,%
LTE_178a,%
LTE_178b,%
LTE_179a,%
LTE_179b,%
LTE_180a,%
LTE_180b,%
LTE_181a,%
LTE_181b,%
LTE_182a,%
LTE_182b,%
LTE_183a,%
LTE_183b,%
LTE_184a,%
LTE_184b,%
LTE_185a,%
LTE_185b,%
LTE_186a,%
LTE_186b,%
LTE_187a,%
LTE_187b,%
LTE_188a,%
LTE_188b,%
LTE_189a,%
LTE_189b,%
LTE_190a,%
LTE_190b,%
LTE_191a,%
LTE_191b,%
LTE_192a,%
LTE_192b,%
LTE_193a,%
LTE_193b,%
LTE_194a,%
LTE_194b,%
LTE_195a,%
LTE_195b,%
LTE_196a,%
LTE_196b,%
LTE_197a,%
LTE_197b,%
LTE_198a,%
LTE_198b,%
LTE_199a,%
LTE_199b,%
LTE_200a,%
LTE_200b,%
LTE_201a,%
LTE_201b,%
LTE_202a,%
LTE_202b,%
LTE_204a,%
LTE_205a,%
LTE_208a,%
LTE_209a,%
LTE_210a,%
LTE_211a,%
LTE_212a,%
LTE_213a,%
LTE_214a,%
LTE_215a,%
LTE_216a,%
LTE_217a,%
LTE_218a,%
LTE_219a,%
LTE_220a,%
LTE_221a,%
LTE_222a,%
LTE_223a,%
LTE_224a,%
LTE_225a,%
LTE_226a,%
LTE_232a,%
LTE_239b,#
LTE_242b,#
LTE_245b,#
LTE_248b,#
LTE_273a,#
LTE_276a,#
LTE_277a,MB
LTE_278a,MB
LTE_279a,MB
LTE_281a,MB
LTE_283a,MB
LTE_322a,%
LTE_322b,%
LTE_323a,%
LTE_323b,%
LTE_324a,%
LTE_324b,%
LTE_325a,%
LTE_325b,%
LTE_326a,%
LTE_326b,%
LTE_327a,%
LTE_327b,%
LTE_328a,%
LTE_328b,%
LTE_329a,%
LTE_329b,%
LTE_330a,%
LTE_330b,%
LTE_331a,%
LTE_331b,%
LTE_332a,%
LTE_332b,%
LTE_333a,%
LTE_333b,%
LTE_334a,%
LTE_334b,%
LTE_335a,%
LTE_335b,%
LTE_336a,%
LTE_336b,%
LTE_337a,%
LTE_337b,%
LTE_338a,%
LTE_338b,%
LTE_339a,%
LTE_339b,%
LTE_340a,%
LTE_340b,%
LTE_341a,%
LTE_341b,%
LTE_342a,%
LTE_342b,%
LTE_343a,%
LTE_343b,%
LTE_344a,%
LTE_344b,%
LTE_345a,%
LTE_345b,%
LTE_346a,%
LTE_346b,%
LTE_347a,%
LTE_347b,%
LTE_348a,%
LTE_348b,%
LTE_349a,%
LTE_349b,%
LTE_350a,%
LTE_350b,%
LTE_372a,%
LTE_373a,%
LTE_374a,%
LTE_375a,%
LTE_376a,%
LTE_377a,%
LTE_378a,%
LTE_379a,%
LTE_380a,%
LTE_381a,%
LTE_382a,%
LTE_383a,%
LTE_384a,%
LTE_385a,%
LTE_386a,%
LTE_387a,%
LTE_388a,%
LTE_389a,%
LTE_390a,%
LTE_391a,%
LTE_392a,%
LTE_432a,#
LTE_441a,dBm
LTE_444a,dBm
LTE_495a,%
LTE_496a,%
LTE_497a,%
LTE_498a,%
LTE_499a,%
LTE_500a,%
LTE_533a,#
LTE_541a,dB
LTE_662a,MB
LTE_663a,MB
LTE_710a,%
LTE_711a,%
LTE_712a,%
LTE_807a,%
LTE_807b,%
LTE_808a,%
LTE_808b,%
LTE_809a,%
LTE_809b,%
LTE_810a,%
LTE_810b,%
LTE_811a,%
LTE_811b,%
LTE_812a,%
LTE_812b,%
LTE_813a,%
LTE_813b,%
LTE_814a,%
LTE_814b,%
LTE_815a,%
LTE_815b,%
LTE_816a,%
LTE_816b,%
LTE_817a,%
LTE_817b,%
LTE_818a,%
LTE_818b,%
LTE_819a,%
LTE_819b,%
LTE_820a,%
LTE_820b,%
LTE_821a,%
LTE_821b,%
LTE_822a,%
LTE_822b,%
LTE_823a,%
LTE_823b,%
LTE_824a,%
LTE_824b,%
LTE_825a,%
LTE_825b,%
LTE_826a,%
LTE_826b,%
LTE_827a,%
LTE_827b,%
LTE_828a,%
LTE_828b,%
LTE_829a,%
LTE_829b,%
LTE_830a,%
LTE_830b,%
LTE_831a,%
LTE_831b,%
LTE_832a,%
LTE_832b,%
LTE_833a,%
LTE_833b,%
LTE_834a,%
LTE_834b,%
LTE_835a,%
LTE_835b,%
LTE_836a,%
LTE_836b,%
LTE_837a,%
LTE_837b,%
LTE_838a,%
LTE_838b,%
LTE_839a,%
LTE_839b,%
LTE_840a,%
LTE_840b,%
LTE_841a,%
LTE_841b,%
LTE_842a,%
LTE_842b,%
LTE_843a,%
LTE_843b,%
LTE_844a,%
LTE_844b,%
LTE_845a,%
LTE_845b,%
LTE_846a,%
LTE_846b,%
LTE_847a,%
LTE_847b,%
LTE_848a,%
LTE_848b,%
LTE_849a,%
LTE_849b,%
LTE_850a,%
LTE_850b,%
LTE_851a,%
LTE_851b,%
LTE_852a,%
LTE_852b,%
LTE_853a,%
LTE_853b,%
LTE_854a,%
LTE_854b,%
LTE_855a,%
LTE_855b,%
LTE_856a,%
LTE_856b,%
LTE_857a,%
LTE_857b,%
LTE_858a,%
LTE_858b,%
LTE_859a,%
LTE_859b,%
LTE_860a,%
LTE_860b,%
LTE_861a,%
LTE_861b,%
LTE_862a,%
LTE_862b,%
LTE_863a,%
LTE_863b,%
LTE_864a,%
LTE_864b,%
LTE_865a,%
LTE_865b,%
LTE_866a,%
LTE_866b,%
LTE_867a,%
LTE_867b,%
LTE_868a,%
LTE_868b,%
LTE_869a,%
LTE_869b,%
LTE_870a,%
