KPI,Unit
RNC_2399a,#
RNC_2400a,#
RNC_2401a,#
RNC_2402a,#
RNC_2403a,#
RNC_2404a,#
RNC_2405a,%
RNC_2406a,#
RNC_2407a,#
RNC_2408a,%
RNC_2409a,%
RNC_2410a,#
RNC_2411a,#
RNC_2412a,#
RNC_2413a,#
RNC_2414a,#
RNC_2415a,%
RNC_2416a,%
RNC_2417a,%
RNC_2418a,%
RNC_2419a,%
RNC_2421a,%
RNC_2422a,%
RNC_2423a,%
RNC_2424a,%
RNC_2425a,%
RNC_2426a,%
RNC_2427a,%
RNC_2428a,%
RNC_2429a,%
RNC_2431a,%
RNC_2432a,#
RNC_2433a,%
RNC_2434a,%
RNC_2436a,#
RNC_2437a,%
RNC_2439a,%
RNC_2440a,%
RNC_2441a,%
RNC_2442a,%
RNC_2443a,%
RNC_2445a,%
RNC_2446a,%
RNC_2447a,%
RNC_2448a,%
RNC_2449a,%
RNC_2450a,%
RNC_2451a,%
RNC_2452a,#
RNC_2453a,#
RNC_2454a,%
RNC_2455a,%
RNC_2456a,%
RNC_2457a,#
RNC_2458a,#
RNC_2459a,#
RNC_2460a,#
RNC_2461a,#
RNC_2462a,#
RNC_2463a,#
RNC_2464a,#
RNC_2471a,#
RNC_2474a,%
RNC_2475a,%
RNC_2476a,%
RNC_2477a,%
RNC_2478a,%
RNC_2479a,%
RNC_2480a,%
RNC_2481a,%
RNC_2482a,%
RNC_2483a,%
RNC_2484a,#
RNC_2485a,#
RNC_2486a,#
RNC_2488a,ms
RNC_2489a,%
RNC_2490a,ms
RNC_2492a,%
RNC_2493a,%
RNC_2494a,#
RNC_2495a,#
RNC_2500a,%
RNC_2501a,%
RNC_2502a,%
RNC_2503a,%
RNC_2504a,%
RNC_2505a,%
RNC_2506a,%
RNC_2507a,%
RNC_2508a,%
RNC_2509a,#
RNC_2510a,#
RNC_2511a,#
RNC_2512a,#
RNC_2513a,#
RNC_2514a,#
RNC_2515a,#
RNC_2520a,#
RNC_2521a,%
RNC_2522a,%
RNC_2523a,%
RNC_2524a,%
RNC_2525a,%
RNC_2526a,%
RNC_2527a,%
RNC_2528a,%
RNC_2529a,#
RNC_2530a,#
RNC_2531a,#
RNC_2532a,#
RNC_2533a,%
RNC_2534a,%
RNC_2535a,%
RNC_2536a,%
RNC_2539a,%
RNC_2540a,%
RNC_2541a,%
RNC_2542a,%
RNC_2543a,%
RNC_2545a,%
RNC_2546a,%
RNC_2547a,%
RNC_2548a,%
RNC_2549a,%
RNC_2550a,%
RNC_2551a,%
RNC_2552a,%
RNC_2589a,%
RNC_2590a,%
RNC_2602a,%
RNC_2603a,%
RNC_2604a,%
RNC_2605a,%
RNC_2606a,%
RNC_2607a,%
RNC_2608a,%
RNC_2609a,%
RNC_2610a,%
RNC_2611a,%
RNC_2612a,%
RNC_2613a,%
RNC_2614a,%
RNC_2615a,Mbps
RNC_2616a,Mbps
RNC_2617a,#
RNC_2618a,#
RNC_2619a,%
RNC_2620a,#
RNC_2621a,%
RNC_2622a,%
RNC_2623a,%
RNC_2624a,%
RNC_2625a,#
RNC_2626a,#
RNC_2628a,%
RNC_2629a,%
RNC_2630a,%
RNC_2631a,%
RNC_2632a,%
RNC_2633a,%
RNC_2634a,%
RNC_2635a,#
RNC_2636a,%
RNC_2637a,%
RNC_2638a,#
RNC_2639a,%
RNC_2640a,#
RNC_2641a,%
RNC_2642a,#
RNC_2643a,%
RNC_2644a,#
RNC_2645a,%
RNC_2646a,#
RNC_2647a,%
RNC_2648a,#
RNC_2649a,%
RNC_2650a,#
RNC_2655a,#
RNC_2656a,#
RNC_2657a,#
RNC_2658a,#
RNC_2659a,#
RNC_2660a,#
RNC_2661a,#
RNC_2662a,#
RNC_2663a,#
RNC_2664a,#
RNC_2665a,#
RNC_2666a,%
RNC_2667a,%
RNC_2668a,#
RNC_2669a,#
RNC_2670a,%
RNC_2671a,%
RNC_2672a,%
RNC_2673a,%
RNC_2674a,%
RNC_2675a,%
RNC_2676a,%
RNC_2677a,%
RNC_2678a,%
RNC_2679a,%
RNC_2680a,%
RNC_2681a,%
RNC_2682a,%
RNC_2683a,%
RNC_300c,%
RNC_301b,%
RNC_301c,%
RNC_409b,%
RNC_409c,%
RNC_410b,%
RNC_410c,%
RNC_411b,%
RNC_411c,%
RNC_412b,%
RNC_412c,%
RNC_414b,%
RNC_414c,%
RNC_50d,%
RNC_50e,%
RNC_50f,%
RNC_531a,#
RNC_531b,#
RNC_614a,#
RNC_646d,%
RNC_647d,%
RNC_648d,%
RNC_649d,%
RNC_650d,%
RNC_651d,%
RNC_652d,%
RNC_653d,%
RNC_654d,%
RNC_655c,%
RNC_655d,%
RNC_656b,%
RNC_656c,%
RNC_657b,%
RNC_657c,%
RNC_658b,%
RNC_658c,%
RNC_659c,%
RNC_669a,#
RNC_669b,#
RNC_675b,#
RNC_677b,#
RNC_679c,#
RNC_681b,#
RNC_690a,%
RNC_691a,%
RNC_693a,%
RNC_724b,#
RNC_726a,#
RNC_726d,#
RNC_726e,#
RNC_726f,#
RNC_742a,%
RNC_754a,cell/s
RNC_754b,cell/s
RNC_755a,cell/s
RNC_756b,cell/s
RNC_757a,cell/s
RNC_758a,cell/s
RNC_758b,cell/s
RNC_761a,#
RNC_761b,#
RNC_765a,%
RNC_765b,%
RNC_834c,%
RNC_835c,%
RNC_842c,%
RNC_843c,%
RNC_914a,%
RNC_915a,%
RNC_936a,kbps
RNC_936b,Mbps
RNC_967c,%
RNC_2537a,%
RNC_2538a,%
RNC_2544a,%
RNC_2323a,#
RNC_2395a,#
RNC_2374a,#
RNC_2684,#
RNC_2685,
RNC_2687,%
RNC_2688,%
RNC_2689,kbps
RNC_2690,kpbs
RNC_2193a,#
RNC_1056b,%
RNC_956c,%
RNC_956d,%
RNC_957c,%
RNC_957d,%
RNC_1103c,%
RNC_1103d,%
RNC_1104c,%
RNC_1104d,%
RNC_1105c,%
RNC_1105d,%
RNC_2181a,#
RNC_2181b,#
RNC_2179a,%
RNC_2179b,%
RNC_2186a,%
RNC_2186b,%
RNC_2188a,%
RNC_2188b,%
RNC_14b,kbps
RNC_15b,kbps
RNC_101a,dBm
RNC_134a,#
RNC_134b,dBm
RNC_135a,#
RNC_135b,dBm
RNC_281a,%
RNC_329b,%
RNC_1879a,Mbps
RNC_2013a,#
RNC_2187a,#
RNC_2192a,#
RNC_2253a,%
RNC_2254a,%
RNC_2255a,%
RNC_2259a,%
RNC_2260a,%
RNC_2261a,%
RNC_2265a,%
RNC_2266a,%
RNC_2267a,%
RNC_2271a,%
RNC_2272a,%
RNC_2273a,%
RNC_2177a,%
RNC_2314a,%
RNC_2332a,%
RNC_2347a,%
RNC_2420a,%
RNC_2430a,%
RNC_2438a,%
RNC_2444a,%
RNC_2472a,%
RNC_2473a,%
RNC_2487a,%
RNC_2652a,%
RNC_2180a,%
RNC_2180b,%
RNC_1037c,#
RNC_2182b,%
RNC_2182a,%
RNC_2705a,s
RNC_2706a,s
RNC_2707a,s
RNC_2708a,s
RNC_2684a,#
RNC_2685a,
RNC_2687a,%
RNC_2688a,%
RNC_2689a,kbps
RNC_2690a,kpbs
RNC_2693a,%
RNC_2695a,%
RNC_2696a,%
RNC_2697a,%
RNC_2698a,%
RNC_2699a,%
RNC_2700a,#
RNC_2701a,#
RNC_2702a,%
RNC_2703a,%
RNC_2704a,#
RNC_2050b,kbps
RNC_2051b,kbps
RNC_2709a,kbps
RNC_2710a,kbps
RNC_2711a,kbps
RNC_2712a,kbps
RNC_2713a,%
RNC_2714a,#
RNC_2516a,#
RNC_2517a,#
RNC_2518a,#
RNC_2519a,#
RNC_2715a,#
RNC_2718a,#
RNC_2722a,#
RNC_2723a,#
RNC_2726a,#
RNC_2727a,#
RNC_2728a,#
RNC_2729a,#
RNC_1794a,%
RNC_1629a,Mbps
RNC_1630a,Mbps
RNC_1631a,Mbps
RNC_1632a,Mbps
RNC_1633a,Mbps
RNC_1634a,Mbps
RNC_1635a,Mbps
RNC_1636a,Mbps
RNC_1637a,kbps
RNC_1638a,kbps
RNC_1637b,Mbps
RNC_1638b,Mbps
RNC_2333a,%
RNC_2359a,%
RNC_2361a,%
RNC_2370a,%
RNC_2387a,%
RNC_2284a,%
RNC_2285a,#
RNC_1106c,%
RNC_1106d,%
RNC_2716a,#
RNC_2724a,#
RNC_2725a,#
RNC_2730a,#
RNC_2731a,#
RNC_2733a,#
RNC_2734a,#
RNC_2735a,#
RNC_2736a,#
RNC_2737a,#
RNC_2738a,#/h
RNC_2740a,#/h
RNC_2741a,dB
RNC_2742a,#/s
RNC_2744a,#
RNC_2745a,dBm
RNC_2739a,dB
RNC_2743a,dB
RNC_158b,%
RNC_158c,%
RNC_2226a,#
RNC_2227a,#
RNC_2228a,#
RNC_2229a,#
RNC_2230a,#
RNC_2231a,#
RNC_2239a,#
RNC_2240a,#
RNC_2241a,#
RNC_2242a,#
RNC_2243a,#
RNC_2332b,%
RNC_2057a,%
RNC_2058a,%
RNC_2059a,%
RNC_2062a,%
RNC_2063a,%
RNC_2064a,%
RNC_2065a,%
RNC_2067a,%
RNC_2746a,%
RNC_2747a,%
RNC_2748a,%
RNC_2749a,%
RNC_2750a,%
RNC_19a,dBm
RNC_850a,%
RNC_1032d,%
RNC_1034d,%
RNC_659b,%
RNC_2755a,#
RNC_2751a,%
RNC_2752a,%
RNC_2753a,%
RNC_1690a,#
RNC_2107a,#
RNC_2107b,#
RNC_2108a,#
RNC_2108b,#
RNC_1884a,Mbps
RNC_2756a,%
RNC_2757a,#
RNC_2758a,#
RNC_2759a,%
RNC_1884b,Mbps
RNC_1884c,Mbps
RNC_3200a,%
RNC_3201a,%
RNC_3202a,%
RNC_3203a,%
RNC_3204a,%
RNC_3205a,%
RNC_3206a,%
RNC_3207a,%
RNC_3208a,%
RNC_3122a,%
RNC_3123a,%
RNC_3124a,Mbit
RNC_3125a,Mbit
RNC_3126a,#
RNC_3127a,#
RNC_141b,dBm
RNC_141c,dBm
RNC_142c,dBm
RNC_144b,dBm
RNC_145b,dBm
RNC_146b,dBm
RNC_142d,dBm
RNC_144c,dBm
RNC_145c,dBm
RNC_146c,dBm
RNC_2768a,#
RNC_2770a,#
RNC_2771a,#
RNC_2772a,s
RNC_2773a,s
RNC_2774a,KB
RNC_2775a,KB
RNC_2776a,KB
RNC_2777a,KB
RNC_2778a,KB
RNC_2779a,KB
RNC_2780a,KB
RNC_2781a,KB
RNC_2782a,KB
RNC_2786a,kbps
RNC_2787a,kbps
RNC_2788a,kbps
RNC_2789a,kbps
RNC_2790a,kbps
RNC_2792a,s
RNC_2793a,s
RNC_2794a,MB
RNC_2795a,MB
RNC_2796a,MB
RNC_2797a,MB
RNC_2798a,MB
RNC_2799a,MB
RNC_2800a,MB
RNC_2801a,MB
RNC_2802a,MB
RNC_100g,%
RNC_1248b,%
RNC_570a,%
RNC_xxxx,%
RNC_3135a,%
RNC_3136a,%
RNC_3137a,%
RNC_3138a,%
RNC_3139a,%
RNC_3140a,%
RNC_3143a,%
RNC_3144a,%
RNC_3145a,#
RNC_3146a,MB
RNC_3147a,MB
RNC_3148a,MB
RNC_3149a,MB
RNC_3150a,MB
RNC_3151a,MB
RNC_3152a,%
RNC_3153a,%
RNC_3154a,%
RNC_3155a,%
RNC_3156a,%
RNC_3157a,%
RNC_3159a,%
RNC_3160a,%
RNC_3161a,%
RNC_3162a,%
RNC_3163a,%
RNC_3164a,%
RNC_3165a,%
RNC_3166a,%
RNC_3167a,#
RNC_3168a,#
RNC_3172a,MB
RNC_3173a,MB
RNC_3174a,MB
RNC_3175a,%
RNC_3176a,%
RNC_3177a,%
RNC_3178a,s
RNC_3128a,%
RNC_3129a,%
RNC_3130a,%
RNC_3131a,%
RNC_3132a,%
RNC_3133a,%
RNC_3134a,MB
RNC_2805a,#
RNC_2806a,#
RNC_2807a,#
RNC_2808a,#
RNC_2803a,s
RNC_2804a,s
RNC_2810a,kB
RNC_2811a,kbps
RNC_2812a,kbps
RNC_1674b,%
RNC_1674c,%
RNC_1675b,%
RNC_1675c,%
RNC_3209a,#
RNC_3210a,#
RNC_3211a,#
RNC_3212a,#
RNC_1501a,#
RNC_2388a,#
RNC_2388b,#
RNC_1777a,#
RNC_1794b,%
RNC_1794c,%
RNC_2031a,%
RNC_3213a,%
RNC_3158a,s
RNC_3136b,%
RNC_3135b,%
RNC_1237c,%
RNC_924a,%
RNC_330b,%
RNC_3214a,min
RNC_2553a,%
RNC_2554a,%
RNC_2555a,%
RNC_2556a,%
RNC_2557a,%
RNC_2558a,%
RNC_2559a,%
RNC_2560a,%
RNC_2561a,%
RNC_2562a,%
RNC_2563a,%
RNC_2564a,%
RNC_2565a,%
RNC_2566a,%
RNC_2567a,%
RNC_2568a,%
RNC_2569a,%
RNC_2570a,%
RNC_2571a,%
RNC_2572a,%
RNC_2573a,%
RNC_2574a,%
RNC_2575a,%
RNC_2576a,%
RNC_2577a,%
RNC_2578a,%
RNC_2579a,%
RNC_2580a,%
RNC_2581a,%
RNC_2582a,%
RNC_2583a,%
RNC_2584a,%
RNC_3215a,#
RNC_3216a,%
RNC_3217a,#
RNC_3218a,%
RNC_3235a,#
RNC_3236a,%
RNC_3237a,#
RNC_3238a,%
RNC_3239a,#
RNC_3240a,%
RNC_3241a,#
RNC_3242a,%
RNC_3243a,#
RNC_3244a,%
RNC_3245a,#
RNC_3246a,%
RNC_3219a,%
RNC_3220a,%
RNC_3221a,%
RNC_3222a,%
RNC_3223a,%
RNC_3224a,%
RNC_3225a,%
RNC_3226a,%
RNC_3227a,%
RNC_3228a,%
RNC_3229a,%
RNC_3230a,%
RNC_3231a,%
RNC_3232a,%
RNC_3233a,%
RNC_3234a,%
RNC_3248a,Seconds
RNC_3249a,#
RNC_3250a,Seconds
RNC_3251a,#
RNC_3252a,Packets
RNC_3253a,Packets
RNC_3254a,Packets
RNC_3255a,Packets
RNC_3256a,Packets
RNC_3257a,Packets
RNC_3258a,Packets
RNC_3259a,Packets
RNC_3260a,Microseconds
RNC_3261a,Packets
RNC_3262a,Packets
RNC_3263a,ppb
RNC_3264a,ppb
RNC_3265a,ppb
RNC_3266a,Packets
RNC_3267a,Packets
RNC_3268a,Packets
RNC_3247a,#
RNC_2809a,kbps
RNC_1455b,kbps
RNC604a,%
RNC_3269a,%
RNC_2769a,#
RNC_2792b,s
RNC_2786b,kbps
RNC_2783a,kbps
RNC_2784a,kbps
RNC_2760a,#
RNC_2761a,#
RNC_2762a,#
RNC_2763a,#
RNC_2764a,#
RNC_2765a,#
RNC_2766a,#
RNC_2767a,#
RNC_2791a,#
RNC_3270a,#
RNC_2720a,%
RNC_2720b,#
RNC_2103a,%
RNC_2104a,%
RNC_2627a,%
RNC_2627b,%
RNC_1952a,#
RNC_3271a,#
RNC3280a,Mbit/s
RNC3281a,Mbit/s
RNC3282a,%
RNC_3280a,Mbit/s
RNC_3281a,Mbit/s
RNC_3282a,%
RNC_5223b,%
RNC_5224b,%
RNC_2719a,%
RNC_2719b,#
RNC_2721a,%
RNC_2721b,#
RNC_2813a,%
RNC_2814a,%
RNC_2815a,%
RNC_2816a,%
RNC_1255a,%
RNC_1255b,%
RNC_2817a,%
RNC_2818a,%
RNC_2819a,%
RNC_2820a,%
RNC_2821a,%
RNC_2822a,%
RNC_2824a,%
RNC_2839a,%
RNC_2840a,%
RNC_2841a,Mbps
RNC_2842a,Mbps
RNC_2843a,%
RNC_2844a,%
RNC_2845a,Mbps
RNC_2846a,Mbps
RNC_2847a,%
RNC_2848a,%
RNC_2849a,%
RNC_2850a,%
RNC_2851a,%
RNC_2852a,%
RNC_2853a,%
RNC_2854a,%
RNC_3272a,%
RNC_3273a,%
RNC_3274a,%
RNC_3275a,%
RNC_2785a,kbps
RNC_2785b,kbps
RNC_2754a,%
RNC_3180a,#
RNC_2011a,#
RNC_3285a,#
RNC_3286a,%
RNC_3287a,%
RNC_2037a,#
RNC_3288a,#
RNC_3289a,#
RNC_3290a,%
RNC_3291a,%
RNC_3292a,%
RNC_3293a,%
RNC_3294,%
RNC_3295,%
RNC_3296a,%
RNC_2052a,#
RNC_2052b,#
RNC_2053a,#
RNC_2053b,#
RNC_3299,%
RNC_3297,%
RNC_3298,%
RNC_3297a,%
RNC_3298a,%
RNC_114a,%
RNC_115a,%
RNC_164g,Mbps
RNC_164h,Mbps
RNC_165h,Mbps
RNC_165i,Mbps
RNC_169e,%
RNC_169f,%
RNC_169g,%
RNC_1734a,%
RNC_1734b,%
RNC_1722a,#
RNC_1722b,#
RNC_1821a,%
RNC_1821b,%
RNC_2178a,%
RNC_2178b,%
RNC_2189a,%
RNC_2189b,%
RNC_2190a,%
RNC_2190b,%
RNC_2191a,#
RNC_2491a,#
RNC_2491b,#
RNC_2686,#
RNC_2686a,#
RNC_2686b,#
RNC_2691,%
RNC_2691a,%
RNC_2691b,%
RNC_2692,%
RNC_2692a,%
RNC_2693,%
RNC_2694,%
RNC_2694a,%
RNC_2694b,%
RNC_2695,%
RNC_2696,%
RNC_2697,%
RNC_2698,%
RNC_2699,%
RNC_2700,#
RNC_2701,#
RNC_2702,%
RNC_2703,%
RNC_2704,#
RNC_2705,s
RNC_2706,s
RNC_2707,s
RNC_2708,s
RNC_2717a,#
RNC_2717b,#
RNC_2732a,#
RNC_2732b,#
RNC_3141a,%
RNC_3142a,s
RNC_3169a,%
RNC_3170a,%
RNC_3171a,s
RNC_3179a,%
RNC_3179b,%
RNC_824a,#
RNC_825a,#
RNC_826a,#
RNC_827a,#
RNC_1255c,%
RNC_2823a,%
RNC_2825a,%
RNC_2826a,%
RNC_2827a,%
RNC_2828a,%
RNC_2829a,%
RNC_2830a,%
RNC_2831a,%
RNC_2832a,%
RNC_2833a,%
RNC_2834a,%
RNC_2835a,%
RNC_2836a,%
RNC_2837a,%
RNC_2838a,%
RNC_3276a,%
RNC_3277a,%
RNC_3278a,%
RNC_3279a,%
RNC_1724a,%
RNC_1724b,%
RNC_1725a,%
RNC_1725b,%
RNC_1727a,%
RNC_1727b,%
RNC_1732a,%
RNC_1732b,%
RNC_1735a,%
RNC_1735b,%
RNC_2601b,KB
RNC_764a,%
RNC_759a,cps
RNC_5345b,kbit/s
RNC_5346b,kbit/s
RNC_5347b,kbit/s
RNC_5348b,kbit/s
RNC_5349b,kbit/s
RNC_5350b,kbit/s
RNC_5351b,kbit/s
RNC_5352b,kbit/s
RNC_5353b,kbit/s
RNC_5354b,kbit/s
RNC_5355b,kbit/s
RNC_5356b,kbit/s
RNC_5357b,kbit/s
RNC_5358b,kbit/s
RNC_5359b,kbit/s
RNC_5360b,kbit/s
RNC_5417b,kbps
RNC_5418b,kbps
RNC_5419b,kbps
RNC_5420b,kbps
RNC_5421b,kbps
RNC_5422b,kbps
RNC_5423b,kbps
RNC_5424b,kbps
RNC_5425b,kbps
RNC_5426b,kbps
RNC_5427b,kbps
RNC_5428b,kbps
RNC_5429b,kbps
RNC_5430b,kbps
RNC_5431b,kbps
RNC_5432b,kbps
RNC_3300a,%
RNC_3301a,%
RNC_3302a,%
RNC_3303a,%
RNC_3304a,%
RNC_3305a,%
RNC_3306a,%
RNC_3307a,%
RNC_3308a,%
RNC_3309a,%
RNC_3310a,%
RNC_1273a,ms
RNC_1274a,ms
RNC_1275a,ms
RNC_1276a,ms
RNC_1277a,ms
RNC_1278a,ms
RNC_1279a,ms
RNC_1280a,ms
RNC_2435a,#
RNC_5392a,%
RNC_722c,Mbps
RNC_5388a,dBm
RNC_5387a,dBm
RNC_5367a,kbit/s
RNC_5368a,kbit/s
RNC_17c,Mbps
RNC_5381a,Kbit/s
RNC_5382b,kbit/s
RNC_5382a,kbit/s
RNC_5541a,Integer number
RNC_5513a,%
RNC_611b,Mbps
RNC_613b,Mbps
RNC_18c,Mbps
RNC_5515a,%
RNC_16c,Mbps
RNC_170c,Mbps
RNC_5376a,kbit/s
RNC_5313a,Integer number
RNC_5314a,Integer number
RNC_5323a,Integer number
RNC_5324a,Integer number
RNC_5325a,Integer number
RNC_5326a,Integer number
RNC_5327a,Integer number
RNC_5328a,Integer number
RNC_5315a,Integer number
RNC_5316a,Integer number
RNC_5317a,Integer number
RNC_5318a,Integer number
RNC_5319a,Integer number
RNC_5320a,Integer number
RNC_5321a,Integer number
RNC_5322a,Integer number
RNC_5361a,Integer number
RNC_5365a,Integer number
RNC_5303a,Integer number
RNC_5143a,Integer number
RNC_5345a,kbit/s
RNC_5346a,kbit/s
RNC_5355a,kbit/s
RNC_5356a,kbit/s
RNC_5357a,kbit/s
RNC_5358a,kbit/s
RNC_5359a,kbit/s
RNC_5360a,kbit/s
RNC_5347a,kbit/s
RNC_5348a,kbit/s
RNC_5349a,kbit/s
RNC_5350a,kbit/s
RNC_5351a,kbit/s
RNC_5352a,kbit/s
RNC_5353a,kbit/s
RNC_5354a,kbit/s
RNC_5363a,kbit/s
RNC_5417a,kbps
RNC_5418a,kbps
RNC_5427a,kbps
RNC_5428a,kbps
RNC_5429a,kbps
RNC_5430a,kbps
RNC_5431a,kbps
RNC_5432a,kbps
RNC_5419a,kbps
RNC_5420a,kbps
RNC_5421a,kbps
RNC_5422a,kbps
RNC_5423a,kbps
RNC_5424a,kbps
RNC_5425a,kbps
RNC_5426a,kbps
RNC_5433a,kbit/s
RNC_5364a,Seconds
RNC_5536b,kbit/s
RNC_5536a,kbit/s
RNC_7016a,%
RNC_7015a,%
RNC_7014a,%
RNC_7013a,%
RNC_7012a,%
RNC_7011a,%
RNC_7010a,%
RNC_7009a,%
RNC_7008a,%
RNC_7004a,%
RNC_7002a,%
RNC_7007a,%
RNC_7003a,%
RNC_5394a,%
RNC_5393a,%
RNC_5053a,%
RNC_576d,%
RNC_5366a,%
RNC_7072a,cell/s
RNC_7074a,kbps
RNC_5120a,%
RNC_923b,#
RNC_923a,#
RNC_7032a,%
RNC_7031a,%
RNC_7028a,%
RNC_7027a,%
RNC_7030a,%
RNC_7029a,%
RNC_7026a,%
RNC_7025a,%
RNC_5371a,%
RNC_5369a,%
RNC_5370a,%
RNC_7064a,%
RNC_7065a,%
RNC_7024b,%
RNC_7023a,%
RNC_7022a,%
RNC_7021a,%
RNC_7020a,%
RNC_7019a,%
RNC_7018a,%
RNC_7017a,%
RNC_7034a,%
RNC_7035a,%
RNC_5447a,Integer number
RNC_614b,#
RNC_7039a,kbps
RNC_7038a,kbps
RNC_7040a,kbps
RNC_920a,%
RNC_5011a,%
RNC_7045a,kbps
RNC_7054a,kbps
RNC_7055a,kbps
RNC_7056a,kbps
RNC_7057a,kbps
RNC_7058a,kbps
RNC_7059a,kbps
RNC_7060a,kbps
RNC_7046a,kbps
RNC_7047a,kbps
RNC_7048a,kbps
RNC_7049a,kbps
RNC_7050a,kbps
RNC_7051a,kbps
RNC_7052a,kbps
RNC_7053a,kbps
RNC_926a,#
RNC_5000a,%
RNC_914b,%
RNC_5001a,%
RNC_5144a,%
RNC_5145a,%
RNC_5306a,%
RNC_5302a,%
RNC_5301a,%
RNC_7041a,kbps
RNC_7042a,kbps
RNC_7043a,kbps
RNC_7044a,kbps
RNC_7067a,#
RNC_7066a,#
RNC_7069a,#
RNC_7068a,#
RNC_931b,Mbit
RNC_952b,Mbps
RNC_921a,%
RNC_5013a,%
RNC_7061a,kbps
RNC_928a,#
RNC_915b,%
RNC_5003a,%
RNC_5542a,%
RNC_5466a,%
RNC_5127a,%
RNC_5104a,%
RNC_5105a,%
RNC_5052a,%
RNC_295c,%
RNC_294c,%
RNC_5310a,%
RNC_5309a,%
RNC_298c,#
RNC_574c,%
RNC_573c,%
RNC_5028a,#
RNC_5465a,Integer number
RNC_5467a,%
RNC_5470a,%
RNC_5469a,%
RNC_5468a,Integer number
RNC_5062a,Integer number
RNC_5063a,Integer number
RNC_300d,%
RNC_169d,%
RNC_5067a,Integer number
RNC_5054a,Mbit / Dropped RAB
RNC_5055a,Mbit / Dropped RAB
RNC_7062a,%
RNC_5563a,%
RNC_5115a,%
RNC_5114a,%
RNC_5060a,%
RNC_5061a,%
RNC_5514a,%
RNC_5533a,%
RNC_5532a,%
RNC_5512a,%
RNC_5539a,%
RNC_5543a,%
RNC_5544a,%
RNC_5564a,%
RNC_5582a,%
RNC_5562a,%
RNC_5540a,%
RNC_735a,%
RNC_5311a,Integer number
RNC_7000a,%
RNC_7036a,#
RNC_7037a,#
RNC_5391a,%
RNC_5373a,%
RNC_922a,%
RNC_5014a,%
RNC_916a,%
RNC_954a,#
RNC_5006a,%
RNC_5025a,#
RNC_944a,%
RNC_5015a,%
RNC_943a,%
RNC_5007a,%
RNC_171b,%
RNC_98d,%
RNC_160d,%
RNC_99e,%
RNC_99d,%
RNC_232c,%
RNC_174c,%
RNC_174b,%
RNC_175b,%
RNC_176b,%
RNC_5374a,kilobit
RNC_95e,%
RNC_95d,%
RNC_734a,%
RNC_5390a,%
RNC_7033a,#
RNC_5474a,Seconds
RNC_5395a,%
RNC_5305a,%
RNC_5312a,%
RNC_7071a,cell/s
RNC_7073a,kbps
RNC_5375a,kbit/s
RNC_5304a,%
RNC_747a,%
RNC_5221a,kbit/s
RNC_972a,%
RNC_1773a,%
RNC_1774a,%
RNC_760a,%
RNC_5220a,%
RNC_5219a,%
RNC_5444a,Integer number
RNC_1128a,%
RNC_1127a,%
RNC_753a,cell/s
RNC_752a,cell/s
RNC_963a,cell/s
RNC_1061a,%
RNC_962a,cell/s
RNC_1060b,%
RNC_5592a,%
RNC_5596a,%
RNC_5594a,%
RNC_5604a,%
RNC_5606a,%
RNC_5598a,%
RNC_5600a,%
RNC_5602a,%
RNC_5410a,%
RNC_5413a,%
RNC_5411a,%
RNC_5414a,%
RNC_5412a,%
RNC_5229a,%
RNC_5212a,%
RNC_5590a,%
RNC_1872a,%
RNC_5215a,%
RNC_5214a,%
RNC_1982b,%
RNC_5213a,%
RNC_5207a,%
RNC_1871a,%
RNC_5230a,%
RNC_5231a,%
RNC_5211a,kbit/s
RNC_5507a,%
RNC_5521a,%
RNC_5526a,%
RNC_5517a,%
RNC_5524a,%
RNC_5556a,%
RNC_5401a,%
RNC_5509a,%
RNC_5523a,%
RNC_5530a,%
RNC_5519a,%
RNC_5528a,%
RNC_5557a,%
RNC_5402a,%
RNC_1870a,%
RNC_5226a,Integer number
RNC_5443a,Integer number
RNC_947a,%
RNC_948a,%
RNC_5483a,%
RNC_5484a,%
RNC_5232a,%
RNC_5491a,%
RNC_113a,%
RNC_5554a,%
RNC_5403a,%
RNC_5555a,%
RNC_5404a,%
RNC_2040a,Integer number
RNC_2041a,Integer number
RNC_645c,Integer number
RNC_1036b,Integer number
RNC_5481a,Events/s
RNC_830a,Integer number
RNC_5565a,%
RNC_5435a,%
RNC_974a,%
RNC_744a,Ehr
RNC_5567a,%
RNC_5437a,%
RNC_5438a,%
RNC_5569a,%
RNC_5488a,%
RNC_5568a,%
RNC_5487a,%
RNC_5494a,%
RNC_5493a,%
RNC_5377a,%
RNC_968d,%
RNC_968c,%
RNC_660d,%
RNC_2262a,%
RNC_2263a,%
RNC_2078a,%
RNC_2066a,%
RNC_969b,Integer number
RNC_1874b,%
RNC_5416a,%
RNC_5499a,%
RNC_5440a,%
RNC_5457a,%
RNC_5458a,%
RNC_1645a,%
RNC_1644a,%
RNC_2030b,%
RNC_2030a,%
RNC_2029b,%
RNC_2029a,%
RNC_5561a,%
RNC_5560a,%
RNC_661d,%
RNC_673d,%
RNC_1184b,%
RNC_5378a,%
RNC_2276a,%
RNC_2274a,%
RNC_2275a,%
RNC_2268a,%
RNC_2269a,%
RNC_2270a,%
RNC_5380a,%
RNC_1873a,kbit/s
RNC_1770a,%
RNC_1771a,%
RNC_1772a,%
RNC_5415a,%
RNC_1057a,%
RNC_5228a,%
RNC_1981a,%
RNC_5209a,%
RNC_1983b,%
