KPI,Unit,Min,Max
hssf_71a,%,0,100
hssf_71b,%,0,100
hssf_72a,%,0,100
hssf_72b,%,0,100
hssf_73a,%,0,100
hssf_73b,%,0,100
hssf_74a,%,0,100
hssf_74b,%,0,100
hssf_75a,%,0,100
hssf_75b,%,0,100
hssf_76a,%,0,100
hssf_77a,%,0,100
hssf_78a,%,0,100
hssf_78b,%,0,100
hssf_79a,%,0,100
hssf_80a,%,0,100
hssf_81a,%,0,100
hssf_82a,%,0,100
hssf_83a,%,0,100
hssf_84a,%,0,100
hssf_85a,%,0,100
hssf_86a,#,0,
hssf_86b,#,0,
hssf_87a,%,0,100
hssf_87b,%,0,100
hssf_88a,%,0,100
hssf_88b,%,0,100
hssf_89a,%,0,100
hssf_89b,%,0,100
hssf_90a,%,0,100
hssf_90b,%,0,100
hssf_91a,%,0,100
hssf_92b,%,0,100
hssf_93a,%,0,100
hssf_93b,%,0,100
hssf_94a,%,0,100
hssf_94b,%,0,100
hssf_95a,%,0,100
hssf_95b,%,0,100
hssf_95c,%,0,100
hssf_96a,%,0,100
hssf_96b,%,0,100
hssf_97a,%,0,100
hssf_98a,%,0,100
hssf_99a,%,0,100
hssf_100a,%,0,100
hssf_101a,%,0,100
hssf_102a,%,0,100
hssf_103a,#,0,
hssf_104a,#,0,
hssf_105a,%,0,100
hssf_105b,%,0,100
hssf_106a,#,0,
hssf_107a,%,0,100
hssf_107b,%,0,100
hssf_107c,%,0,100
hssf_108a,#,0,
hssf_109a,%,0,100
hssf_110a,#,0,
hssf_110b,#,0,
hssf_111a,%,0,100
hssf_112a,%,0,100
hssf_113a,%,0,100
hssf_114a,%,0,100
hssf_115a,%,0,100
hssf_116a,%,0,100
hssf_117a,%,0,100
hssf_118a,%,0,100
hssf_119a,%,0,100
hssf_120a,%,0,100
hssf_121a,%,0,100
hssf_122a,%,0,100
hssf_123a,%,0,100
hssf_124a,%,0,100
hssf_124b,%,0,100
hssf_125a,%,0,100
hssf_125b,%,0,100
hssf_126a,%,0,100
hssf_126b,%,0,100
hssf_127a,%,0,100
hssf_127b,%,0,100
hssf_128a,%,0,100
hssf_128b,%,0,100
hssf_129a,%,0,100
hssf_129b,%,0,100
hssf_130a,%,0,100
hssf_130b,%,0,100
hssf_131a,#,0,
hssf_132a,%,0,100
hssf_132b,%,0,100
hssf_133a,%,0,100
hssf_133b,%,0,100
hssf_134a,%,0,100
hssf_135a,%,0,100
hssf_136a,%,0,100
hssf_136b,%,0,100
hssf_137a,%,0,100
hssf_137b,%,0,100
hssf_137c,%,0,100
hssf_138a,%,0,100
hssf_139a,%,0,100
hssf_139b,%,0,100
hssf_140a,%,0,100
hssf_140b,%,0,100
hssf_140c,%,0,100
hssf_141a,%,0,100
hssf_141b,%,0,100
hssf_141c,%,0,100
hssf_142a,#,0,
hssf_142b,#,0,
hssf_143a,#,0,
hssf_143b,#,0,
hssf_143c,#,0,
hssf_143d,#,0,
hssf_144a,#,0,
hssf_144b,#,0,
hssf_144c,#,0,
hssf_145a,#,0,
hssf_145b,#,0,
hssf_145c,#,0,
hssf_146a,#,0,
hssf_147a,#,0,
hssf_148a,#,0,
hssf_149a,#,0,
hssf_149b,#,0,
hssf_150a,#,0,
hssf_151a,#,0,
hssf_152a,#,0,
hssf_153a,#,0,
hssf_154a,#,0,
hssf_155a,#,0,
hssf_155b,#,0,
hssf_156a,#,0,
hssf_156b,#,0,
hssf_157a,#,0,
hssf_158a,#,0,
hssf_159a,#,0,
hssf_160a,#,0,
hssf_161a,#,0,
hssf_162a,#,0,
hssf_163a,#,0,
hssf_164a,#,0,
hssf_165a,#,0,
hssf_166a,#,0,
hssf_167a,#,0,
hssf_168a,#,0,
hssf_169a,#,0,
hssf_170a,#,0,
hssf_171a,#,0,
hssf_172a,%,0,100
hssf_173a,#,0,
hssf_174a,%,0,100
hssf_175a,#,0,
hssf_176a,%,0,100
hssf_177a,#,0,
hssf_178a,%,0,100
hssf_179a,#,0,
hssf_180a,%,0,100
hssf_181a,#,0,
hssf_182a,%,0,100
hssf_183a,#,0,
hssf_183b,#,0,
hssf_184a,#,0,
hssf_185a,%,0,100
hssf_185b,%,0,100
hssf_186a,#,0,
hssf_187a,min,0,
hssf_188a,%,0,100
hssf_189a,%,0,100
hssf_190a,#,0,
hssf_191a,%,0,100
hssf_192a,#,0,
hssf_193a,%,0,100
hssf_194a,#,0,
hssf_195a,#,0,
hssf_195b,#,0,
hssf_196a,#,0,
hssf_197a,%,0,100
hssf_198a,#,0,
hssf_199a,#,0,
hssf_200a,#,0,
hssf_201a,#,0,
hssf_202a,%,0,100
hssf_203a,#,0,
hssf_204a,%,0,100
hssf_205a,#,0,
hssf_206a,%,0,100
hssf_207a,#,0,
hssf_208a,#,0,
hssf_209a,%,0,100
hssf_210a,#,0,
hssf_211a,#,0,
hssf_212a,%,0,100
hssf_213a,#,0,
hssf_214a,#,0,
hssf_215a,%,0,100
hssf_216a,%,0,100
hssf_217a,%,0,100
hssf_218a,%,0,100
hssf_219a,%,0,100
hssf_220a,%,0,100
hssf_221a,%,0,100
hssf_222a,%,0,100
hssf_223a,%,0,100
hssf_224a,%,0,100
hssf_225a,%,0,100
hssf_226a,#,0,
hssf_227a,%,0,100
hssf_228a,#,0,
hssf_229a,%,0,100
hssf_230a,#,0,
hssf_231a,%,0,100
hssf_232a,#,0,
hssf_233a,#,0,
hssf_234a,#,0,
hssf_235a,#,0,
hssf_236a,#,0,
hssf_237a,#,0,
hssf_238a,#,0,
hssf_239a,#,0,
hssf_240a,#,0,
hssf_241a,#,0,
hssf_242a,#,0,
hssf_243a,#,0,
hssf_244a,#,0,
hssf_245a,#,0,
hssf_246a,#,0,
hssf_247a,#,0,
hssf_248a,#,0,
hssf_249a,%,0,100
hssf_5000a,#/s,0,
hssf_5001a,#/s,0,
hssf_5001b,#/s,0,
hssf_5002a,#/s,0,
hssf_5002b,#/s,0,
hssf_5003b,#/s,0,
hssf_5004a,#/s,0,
hssf_5005a,#/s,0,
hssf_5005b,#/s,0,
hssf_5006a,#/s,0,
hssf_5007a,#/s,0,
hssf_5008a,#/s,0,
hssf_5009a,#/s,0,
hssf_5009b,#/s,0,
hssf_5010a,%,0,100
hssf_5011a,#/s,0,
hssf_5012a,#/s,0,
hssf_5013a,#,0,
hssf_5014a,#/s,0,
hssf_5015a,#/s,0,
hssf_5016a,#/s,0,
hssf_5017a,#/s,0,
hssf_5017b,#/s,0,
hssf_5017c,#/s,0,
hssf_5017d,#/s,0,
hssf_5017e,#/s,0,
hssf_5018a,#/s,0,
hssf_5019a,#/s,0,
hssf_5019b,#/s,0,
hssf_5019c,#/s,0,
hssf_5020a,#/s,0,
hssf_5021a,#/s,0,
hssf_5022a,#/s,0,
isbc_1a,#,0,
isbc_3a,#,0,
isbc_5a,#,0,
isbc_6a,%,0,100
isbc_8a,%,0,100
isbc_8b,%,0,100
isbc_9a,ms,0,
isbc_11a,%,0,100
isbc_11b,%,0,100
isbc_12a,%,0,100
isbc_12b,%,0,100
isbc_14a,%,0,100
isbc_15a,%,0,100
isbc_15b,%,0,100
isbc_16a,%,0,100
isbc_16b,%,0,100
isbc_17a,%,0,100
isbc_17b,%,0,100
isbc_18a,%,0,100
isbc_18b,%,0,100
isbc_19a,%,0,100
isbc_19b,%,0,100
isbc_22a,%,0,100
isbc_23a,%,0,100
isbc_25a,ms,0,
isbc_26a,#,0,
isbc_27a,%,0,100
isbc_28a,ms,0,
isbc_29a,s,0,
isbc_30a,#,0,
isbc_31a,%,0,100
isbc_32a,#,0,
isbc_33a,%,0,100
isbc_34a,%,0,100
isbc_35a,%,0,100
isbc_36a,%,0,100
isbc_37a,%,0,100
isbc_38a,%,0,100
isbc_39a,%,0,100
isbc_40a,%,0,100
isbc_41a,#,0,
isbc_42a,%,0,100
isbc_43a,ms,0,
isbc_44a,s,0,
isbc_45a,#,0,
isbc_46a,%,0,100
isbc_47a,#,0,
isbc_48a,%,0,100
isbc_49a,%,0,100
isbc_50a,%,0,100
isbc_51a,%,0,100
isbc_52a,%,0,100
isbc_53a,%,0,100
isbc_54a,%,0,100
isbc_55a,%,0,100
isbc_56a,%,0,100
isbc_57a,%,0,100
isbc_58a,#,0,
isbc_59a,%,0,100
isbc_60a,#,0,
isbc_61a,%,0,100
isbc_62a,#,0,
isbc_63a,%,0,100
isbc_64a,%,0,100
isbc_65a,%,0,100
isbc_66a,%,0,100
isbc_67a,%,0,100
LTE_3a,#,0,
LTE_4a,#,0,
LTE_5a,%,0,100
LTE_6a,#,0,
LTE_7a,%,0,100
LTE_8a,#,0,
LTE_9a,#,0,
LTE_11a,#,0,
LTE_13a,%,0,100
LTE_14a,%,0,100
LTE_32a,#,0,
LTE_33a,#,0,
LTE_34a,#,0,
LTE_47a,%,0,100
LTE_70a,%,0,100
LTE_71a,%,0,100
LTE_77a,#,0,
LTE_79a,MB,0,
LTE_80a,MB,0,
LTE_81a,MB,0,
LTE_82a,MB,0,
LTE_83a,MB,0,
LTE_85a,MB,0,
LTE_86a,MB,0,
LTE_87a,MB,0,
LTE_88a,MB,0,
LTE_89a,MB,0,
LTE_91a,%,0,100
LTE_92a,%,0,100
LTE_93a,%,0,100
LTE_94a,%,0,100
LTE_95a,%,0,100
LTE_97a,MB,0,
LTE_98a,MB,0,
LTE_99a,MB,0,
LTE_100a,MB,0,
LTE_101a,MB,0,
LTE_103a,#,0,
LTE_104a,#,0,
LTE_105a,#,0,
LTE_106a,#,0,
LTE_107a,#,0,
LTE_122a,MB,0,
LTE_123a,MB,0,
LTE_126a,%,0,100
LTE_127a,%,0,100
LTE_128a,#,0,
LTE_129a,#,0,
LTE_130a,#,0,
LTE_131a,#,0,
LTE_141a,%,0,100
LTE_142a,%,0,100
LTE_143a,%,0,100
LTE_144a,%,0,100
LTE_145a,%,0,100
LTE_146a,%,0,100
LTE_147a,%,0,100
LTE_148a,%,0,100
LTE_149a,%,0,100
LTE_150a,%,0,100
LTE_151a,%,0,100
LTE_152a,%,0,100
LTE_153a,%,0,100
LTE_154a,%,0,100
LTE_155a,%,0,100
LTE_156a,%,0,100
LTE_157a,%,0,100
LTE_158a,%,0,100
LTE_159a,%,0,100
LTE_160a,%,0,100
LTE_161a,%,0,100
LTE_162a,%,0,100
LTE_163a,%,0,100
LTE_164a,%,0,100
LTE_165a,%,0,100
LTE_166a,%,0,100
LTE_167a,%,0,100
LTE_168a,%,0,100
LTE_169a,%,0,100
LTE_170a,%,0,100
LTE_172a,%,0,100
LTE_173a,%,0,100
LTE_207a,%,0,100
LTE_251a,%,0,100
LTE_252a,%,0,100
LTE_253a,%,0,100
LTE_254a,%,0,100
LTE_255a,%,0,100
LTE_256a,%,0,100
LTE_257a,%,0,100
LTE_258a,%,0,100
LTE_259a,%,0,100
LTE_260a,%,0,100
LTE_261a,%,0,100
LTE_262a,%,0,100
LTE_263a,%,0,100
LTE_264a,%,0,100
LTE_265a,%,0,100
LTE_266a,%,0,100
LTE_267a,%,0,100
LTE_268a,%,0,100
LTE_269a,%,0,100
LTE_270a,%,0,100
LTE_280a,MB,0,
LTE_282a,MB,0,
LTE_397a,MB,0,
LTE_398a,MB,0,
LTE_399a,MB,0,
LTE_402a,MB,0,
LTE_403a,MB,0,
LTE_404a,MB,0,
LTE_405a,MB,0,
LTE_406a,MB,0,
LTE_407a,MB,0,
LTE_408a,MB,0,
LTE_409a,%,0,100
LTE_410a,%,0,100
LTE_411a,#,0,
LTE_412a,#,0,
LTE_413a,#,0,
LTE_414a,#,0,
LTE_415a,#,0,
LTE_416a,#,0,
LTE_417a,#,0,
LTE_418a,#,0,
LTE_419a,#,0,
LTE_420a,#,0,
LTE_421a,#,0,
LTE_422a,#,0,
LTE_423a,#,0,
LTE_424a,#,0,
LTE_425a,#,0,
LTE_426a,#,0,
LTE_430a,#,0,
LTE_431a,#,0,
LTE_433a,%,0,100
LTE_434a,%,0,100
LTE_435a,%,0,100
LTE_436a,%,0,100
LTE_437a,#,0,
LTE_438a,#,0,
LTE_439a,dBm,,
LTE_440a,dBm,,
LTE_442a,dBm,,
LTE_443a,dBm,,
LTE_445a,#,0,
LTE_446a,#,0,
LTE_447a,#,0,
LTE_448a,#,0,
LTE_449a,#,0,
LTE_450a,#,0,
LTE_451a,#,0,
LTE_452a,#,0,
LTE_453a,#,0,
LTE_454a,#,0,
LTE_455a,#,0,
LTE_456a,#,0,
LTE_457a,#,0,
LTE_458a,#,0,
LTE_459a,#,0,
LTE_460a,#,0,
LTE_461a,#,0,
LTE_462a,#,0,
LTE_463a,#,0,
LTE_464a,#,0,
LTE_465a,#,0,
LTE_466a,#,0,
LTE_467a,#,0,
LTE_468a,#,0,
LTE_469a,#,0,
LTE_470a,#,0,
LTE_471a,#,0,
LTE_472a,#,0,
LTE_473a,#,0,
LTE_474a,#,0,
LTE_475a,#,0,
LTE_476a,#,0,
LTE_477a,#,0,
LTE_478a,#,0,
LTE_479a,#,0,
LTE_480a,#,0,
LTE_481a,#,0,
LTE_482a,#,0,
LTE_483a,#,0,
LTE_484a,#,0,
LTE_485a,#,0,
LTE_486a,#,0,
LTE_487a,#,0,
LTE_488a,#,0,
LTE_501a,#,0,
LTE_502a,#,0,
LTE_503a,#,0,
LTE_504a,#,0,
LTE_505a,#,0,
LTE_506a,#,0,
LTE_507a,#,0,
LTE_508a,#,0,
LTE_509a,#,0,
LTE_510a,#,0,
LTE_511a,#,0,
LTE_512a,#,0,
LTE_513a,#,0,
LTE_514a,#,0,
LTE_515a,#,0,
LTE_516a,#,0,
LTE_517a,#,0,
LTE_518a,#,0,
LTE_519a,#,0,
LTE_520a,#,0,
LTE_521a,#,0,
LTE_522a,#,0,
LTE_523a,#,0,
LTE_524a,#,0,
LTE_525a,#,0,
LTE_526a,#,0,
LTE_527a,#,0,
LTE_528a,#,0,
LTE_529a,#,0,
LTE_530a,#,0,
LTE_531a,#,0,
LTE_532a,#,0,
LTE_537a,%,0,100
LTE_538a,%,0,100
LTE_542a,dB,,
LTE_543a,dB,,
LTE_544a,dB,,
LTE_567a,#,0,
LTE_568a,#,0,
LTE_569a,#,0,
LTE_570a,#,0,
LTE_571a,#,0,
LTE_572a,#,0,
LTE_573a,#,0,
LTE_574a,#,0,
LTE_575a,#,0,
LTE_576a,#,0,
LTE_577a,#,0,
LTE_578a,#,0,
LTE_579a,#,0,
LTE_580a,#,0,
LTE_581a,#,0,
LTE_582a,#,0,
LTE_583a,#,0,
LTE_584a,#,0,
LTE_585a,#,0,
LTE_586a,#,0,
LTE_587a,#,0,
LTE_588a,#,0,
LTE_592a,%,0,100
LTE_593a,%,0,100
LTE_594a,%,0,100
LTE_595a,%,0,100
LTE_596a,%,0,100
LTE_661a,%,0,100
LTE_665a,MB,0,
LTE_666a,MB,0,
LTE_667a,MB,0,
LTE_668a,MB,0,
LTE_669a,MB,0,
LTE_671a,MB,0,
LTE_672a,MB,0,
LTE_673a,MB,0,
LTE_674a,MB,0,
LTE_675a,MB,0,
LTE_677a,%,0,100
LTE_678a,%,0,100
LTE_679a,%,0,100
LTE_680a,%,0,100
LTE_681a,%,0,100
LTE_683a,MB,0,
LTE_684a,MB,0,
LTE_685a,MB,0,
LTE_686a,MB,0,
LTE_687a,MB,0,
LTE_689a,#,0,
LTE_690a,#,0,
LTE_691a,#,0,
LTE_692a,#,0,
LTE_693a,#,0,
LTE_706a,%,0,100
LTE_707a,%,0,100
LTE_708a,%,0,100
LTE_713a,#,0,
LTE_714a,kB,0,
LTE_715a,#,0,
LTE_720a,#,0,
LTE_68a,Mb/s,0,
LTE_69a,Mb/s,0,
LTE_74a,Mb/s,0,
LTE_75a,Mb/s,0,
LTE_109a,Mb/s,0,
LTE_110a,Mb/s,0,
LTE_111a,Mb/s,0,
LTE_112a,Mb/s,0,
LTE_113a,Mb/s,0,
LTE_115a,Mb/s,0,
LTE_116a,Mb/s,0,
LTE_117a,Mb/s,0,
LTE_118a,Mb/s,0,
LTE_119a,Mb/s,0,
LTE_124a,Mb/s,0,
LTE_125a,Mb/s,0,
LTE_695a,Mb/s,0,
LTE_696a,Mb/s,0,
LTE_697a,Mb/s,0,
LTE_698a,Mb/s,0,
LTE_699a,Mb/s,0,
LTE_701a,Mb/s,0,
LTE_702a,Mb/s,0,
LTE_703a,Mb/s,0,
LTE_704a,Mb/s,0,
LTE_705a,Mb/s,0,
LTE_731a,%,0,100
LTE_732a,%,0,100
LTE_733a,%,0,100
LTE_734a,%,0,100
LTE_735a,%,0,100
LTE_736a,%,0,100
LTE_539a,dB,,
LTE_540a,dB,,
LTE_545a,#,0,
LTE_546a,#,0,
LTE_547a,#,0,
LTE_548a,#,0,
LTE_549a,#,0,
LTE_550a,#,0,
LTE_551a,#,0,
LTE_552a,#,0,
LTE_553a,#,0,
LTE_554a,#,0,
LTE_555a,#,0,
LTE_556a,#,0,
LTE_557a,#,0,
LTE_558a,#,0,
LTE_559a,#,0,
LTE_560a,#,0,
LTE_561a,#,0,
LTE_562a,#,0,
LTE_563a,#,0,
LTE_564a,#,0,
LTE_565a,#,0,
LTE_566a,#,0,
LTE_589a,%,0,100
LTE_590a,%,0,100
LTE_591a,%,0,100
LTE_37a,%,0,100
LTE_39a,%,0,100
LTE_40a,%,0,100
LTE_51a,%,0,100
LTE_54a,%,0,100
LTE_750a,#,0,
LTE_751a,#,0,
LTE_752a,#,0,
LTE_755a,%,0,100
LTE_772a,%,0,100
LTE_773a,%,0,100
LTE_774a,%,0,100
LTE_775a,%,0,100
LTE_776a,%,0,100
LTE_777a,%,0,100
LTE_778a,%,0,100
LTE_779a,%,0,100
LTE_781a,%,0,100
LTE_782a,%,0,100
LTE_785a,%,0,100
LTE_227a,%,0,100
LTE_228a,%,0,100
LTE_229a,%,0,100
LTE_230a,%,0,100
LTE_231a,%,0,100
LTE_233a,%,0,100
LTE_234a,%,0,100
LTE_894a,%,0,100
LTE_895a,%,0,100
LTE_896a,%,0,100
LTE_952a,kb/s,0,
LTE_953a,kb/s,0,
LTE_954a,kb/s,0,
LTE_955a,kb/s,0,
LTE_956a,kb/s,0,
LTE_957a,kb/s,0,
LTE_958a,kb/s,0,
LTE_959a,kb/s,0,
LTE_960a,kb/s,0,
LTE_961a,kb/s,0,
LTE_962a,kb/s,0,
LTE_963a,kb/s,0,
LTE_964a,kb/s,0,
LTE_965a,kb/s,0,
LTE_966a,kb/s,0,
LTE_967a,kb/s,0,
LTE_968a,kb/s,0,
LTE_969a,kb/s,0,
LTE_970a,kb/s,0,
LTE_971a,kb/s,0,
LTE_972a,kb/s,0,
LTE_973a,kb/s,0,
LTE_974a,kb/s,0,
LTE_975a,kb/s,0,
LTE_66a,MB,0,
LTE_67a,MB,0,
LTE_66b,MB,0,
LTE_67b,MB,0,
LTE_980a,%,0,100
LTE_981a,%,0,100
LTE_982a,%,0,100
LTE_983a,%,0,100
LTE_786a,Mb/s,0,
LTE_787a,Mb/s,0,
LTE_788a,Mb/s,0,
LTE_789a,Mb/s,0,
LTE_786b,Mb/s,0,
LTE_787b,Mb/s,0,
LTE_788b,Mb/s,0,
LTE_789b,Mb/s,0,
LTE_31a,%,0,100
LTE_35a,%,0,100
LTE_36a,%,0,100
LTE_38a,%,0,100
LTE_41a,%,0,100
LTE_42a,%,0,100
LTE_43a,%,0,100
LTE_48a,%,0,100
LTE_49a,%,0,100
LTE_50a,%,0,100
LTE_52a,%,0,100
LTE_53a,%,0,100
LTE_55a,%,0,100
LTE_56a,%,0,100
LTE_57a,%,0,100
LTE_58a,%,0,100
LTE_72a,MB,0,
LTE_73a,MB,0,
LTE_76a,%,0,100
LTE_121a,%,0,100
LTE_138a,%,0,100
LTE_140a,%,0,100
LTE_174a,%,0,100
LTE_174b,%,0,100
LTE_175a,%,0,100
LTE_175b,%,0,100
LTE_176a,%,0,100
LTE_176b,%,0,100
LTE_177a,%,0,100
LTE_177b,%,0,100
LTE_178a,%,0,100
LTE_178b,%,0,100
LTE_179a,%,0,100
LTE_179b,%,0,100
LTE_180a,%,0,100
LTE_180b,%,0,100
LTE_181a,%,0,100
LTE_181b,%,0,100
LTE_182a,%,0,100
LTE_182b,%,0,100
LTE_183a,%,0,100
LTE_183b,%,0,100
LTE_184a,%,0,100
LTE_184b,%,0,100
LTE_185a,%,0,100
LTE_185b,%,0,100
LTE_186a,%,0,100
LTE_186b,%,0,100
LTE_187a,%,0,100
LTE_187b,%,0,100
LTE_188a,%,0,100
LTE_188b,%,0,100
LTE_189a,%,0,100
LTE_189b,%,0,100
LTE_190a,%,0,100
LTE_190b,%,0,100
LTE_191a,%,0,100
LTE_191b,%,0,100
LTE_192a,%,0,100
LTE_192b,%,0,100
LTE_193a,%,0,100
LTE_193b,%,0,100
LTE_194a,%,0,100
LTE_194b,%,0,100
LTE_195a,%,0,100
LTE_195b,%,0,100
LTE_196a,%,0,100
LTE_196b,%,0,100
LTE_197a,%,0,100
LTE_197b,%,0,100
LTE_198a,%,0,100
LTE_198b,%,0,100
LTE_199a,%,0,100
LTE_199b,%,0,100
LTE_200a,%,0,100
LTE_200b,%,0,100
LTE_201a,%,0,100
LTE_201b,%,0,100
LTE_202a,%,0,100
LTE_202b,%,0,100
LTE_204a,%,0,100
LTE_205a,%,0,100
LTE_208a,%,0,100
LTE_209a,%,0,100
LTE_210a,%,0,100
LTE_211a,%,0,100
LTE_212a,%,0,100
LTE_213a,%,0,100
LTE_214a,%,0,100
LTE_215a,%,0,100
LTE_216a,%,0,100
LTE_217a,%,0,100
LTE_218a,%,0,100
LTE_219a,%,0,100
LTE_220a,%,0,100
LTE_221a,%,0,100
LTE_222a,%,0,100
LTE_223a,%,0,100
LTE_224a,%,0,100
LTE_225a,%,0,100
LTE_226a,%,0,100
LTE_232a,%,0,100
LTE_239b,#,0,
LTE_242b,#,0,
LTE_245b,#,0,
LTE_248b,#,0,
LTE_273a,#,0,
LTE_276a,#,0,
LTE_277a,MB,0,
LTE_278a,MB,0,
LTE_279a,MB,0,
LTE_281a,MB,0,
LTE_283a,MB,0,
LTE_322a,%,0,100
LTE_322b,%,0,100
LTE_323a,%,0,100
LTE_323b,%,0,100
LTE_324a,%,0,100
LTE_324b,%,0,100
LTE_325a,%,0,100
LTE_325b,%,0,100
LTE_326a,%,0,100
LTE_326b,%,0,100
LTE_327a,%,0,100
LTE_327b,%,0,100
LTE_328a,%,0,100
LTE_328b,%,0,100
LTE_329a,%,0,100
LTE_329b,%,0,100
LTE_330a,%,0,100
LTE_330b,%,0,100
LTE_331a,%,0,100
LTE_331b,%,0,100
LTE_332a,%,0,100
LTE_332b,%,0,100
LTE_333a,%,0,100
LTE_333b,%,0,100
LTE_334a,%,0,100
LTE_334b,%,0,100
LTE_335a,%,0,100
LTE_335b,%,0,100
LTE_336a,%,0,100
LTE_336b,%,0,100
LTE_337a,%,0,100
LTE_337b,%,0,100
LTE_338a,%,0,100
LTE_338b,%,0,100
LTE_339a,%,0,100
LTE_339b,%,0,100
LTE_340a,%,0,100
LTE_340b,%,0,100
LTE_341a,%,0,100
LTE_341b,%,0,100
LTE_342a,%,0,100
LTE_342b,%,0,100
LTE_343a,%,0,100
LTE_343b,%,0,100
LTE_344a,%,0,100
LTE_344b,%,0,100
LTE_345a,%,0,100
LTE_345b,%,0,100
LTE_346a,%,0,100
LTE_346b,%,0,100
LTE_347a,%,0,100
LTE_347b,%,0,100
LTE_348a,%,0,100
LTE_348b,%,0,100
LTE_349a,%,0,100
LTE_349b,%,0,100
LTE_350a,%,0,100
LTE_350b,%,0,100
LTE_372a,%,0,100
LTE_373a,%,0,100
LTE_374a,%,0,100
LTE_375a,%,0,100
LTE_376a,%,0,100
LTE_377a,%,0,100
LTE_378a,%,0,100
LTE_379a,%,0,100
LTE_380a,%,0,100
LTE_381a,%,0,100
LTE_382a,%,0,100
LTE_383a,%,0,100
LTE_384a,%,0,100
LTE_385a,%,0,100
LTE_386a,%,0,100
LTE_387a,%,0,100
LTE_388a,%,0,100
LTE_389a,%,0,100
LTE_390a,%,0,100
LTE_391a,%,0,100
LTE_392a,%,0,100
LTE_432a,#,0,
LTE_441a,dBm,,
LTE_444a,dBm,,
LTE_495a,%,0,100
LTE_496a,%,0,100
LTE_497a,%,0,100
LTE_498a,%,0,100
LTE_499a,%,0,100
LTE_500a,%,0,100
LTE_533a,#,0,
LTE_541a,dB,,
LTE_662a,MB,0,
LTE_663a,MB,0,
LTE_710a,%,0,100
LTE_711a,%,0,100
LTE_712a,%,0,100
LTE_807a,%,0,100
LTE_807b,%,0,100
LTE_808a,%,0,100
LTE_808b,%,0,100
LTE_809a,%,0,100
LTE_809b,%,0,100
LTE_810a,%,0,100
LTE_810b,%,0,100
LTE_811a,%,0,100
LTE_811b,%,0,100
LTE_812a,%,0,100
LTE_812b,%,0,100
LTE_813a,%,0,100
LTE_813b,%,0,100
LTE_814a,%,0,100
LTE_814b,%,0,100
LTE_815a,%,0,100
LTE_815b,%,0,100
LTE_816a,%,0,100
LTE_816b,%,0,100
LTE_817a,%,0,100
LTE_817b,%,0,100
LTE_818a,%,0,100
LTE_818b,%,0,100
LTE_819a,%,0,100
LTE_819b,%,0,100
LTE_820a,%,0,100
LTE_820b,%,0,100
LTE_821a,%,0,100
LTE_821b,%,0,100
LTE_822a,%,0,100
LTE_822b,%,0,100
LTE_823a,%,0,100
LTE_823b,%,0,100
LTE_824a,%,0,100
LTE_824b,%,0,100
LTE_825a,%,0,100
LTE_825b,%,0,100
LTE_826a,%,0,100
LTE_826b,%,0,100
LTE_827a,%,0,100
LTE_827b,%,0,100
LTE_828a,%,0,100
LTE_828b,%,0,100
LTE_829a,%,0,100
LTE_829b,%,0,100
LTE_830a,%,0,100
LTE_830b,%,0,100
LTE_831a,%,0,100
LTE_831b,%,0,100
LTE_832a,%,0,100
LTE_832b,%,0,100
LTE_833a,%,0,100
LTE_833b,%,0,100
LTE_834a,%,0,100
LTE_834b,%,0,100
LTE_835a,%,0,100
LTE_835b,%,0,100
LTE_836a,%,0,100
LTE_836b,%,0,100
LTE_837a,%,0,100
LTE_837b,%,0,100
LTE_838a,%,0,100
LTE_838b,%,0,100
LTE_839a,%,0,100
LTE_839b,%,0,100
LTE_840a,%,0,100
LTE_840b,%,0,100
LTE_841a,%,0,100
LTE_841b,%,0,100
LTE_842a,%,0,100
LTE_842b,%,0,100
LTE_843a,%,0,100
LTE_843b,%,0,100
LTE_844a,%,0,100
LTE_844b,%,0,100
LTE_845a,%,0,100
LTE_845b,%,0,100
LTE_846a,%,0,100
LTE_846b,%,0,100
LTE_847a,%,0,100
LTE_847b,%,0,100
LTE_848a,%,0,100
LTE_848b,%,0,100
LTE_849a,%,0,100
LTE_849b,%,0,100
LTE_850a,%,0,100
LTE_850b,%,0,100
LTE_851a,%,0,100
LTE_851b,%,0,100
LTE_852a,%,0,100
LTE_852b,%,0,100
LTE_853a,%,0,100
LTE_853b,%,0,100
LTE_854a,%,0,100
LTE_854b,%,0,100
LTE_855a,%,0,100
LTE_855b,%,0,100
LTE_856a,%,0,100
LTE_856b,%,0,100
LTE_857a,%,0,100
LTE_857b,%,0,100
LTE_858a,%,0,100
LTE_858b,%,0,100
LTE_859a,%,0,100
LTE_859b,%,0,100
LTE_860a,%,0,100
LTE_860b,%,0,100
LTE_861a,%,0,100
LTE_861b,%,0,100
LTE_862a,%,0,100
LTE_862b,%,0,100
LTE_863a,%,0,100
LTE_863b,%,0,100
LTE_864a,%,0,100
LTE_864b,%,0,100
LTE_865a,%,0,100
LTE_865b,%,0,100
LTE_866a,%,0,100
LTE_866b,%,0,100
LTE_867a,%,0,100
LTE_867b,%,0,100
LTE_868a,%,0,100
LTE_868b,%,0,100
LTE_869a,%,0,100
LTE_869b,%,0,100
LTE_870a,%,0,100
LTE_870b,%,0,100
LTE_871a,%,0,100
