KPI,Unit,Min,Max
mgw_1115a,%,0,100
mgw_1119a,%,0,100
mgw_1117a,%,0,100
mgw_1113a,%,0,100
mgw_1111a,%,0,100
mgw_5001a,#,0,
mgw_5003b,#/s,0,
mgw_5004b,#/s,0,
mgw_5011a,%,0,100
mgw_5007b,#/s,0,
mgw_5008b,#/s,0,
mgw_5013a,#,0,
mgw_5012b,#,0,
mgw_5006b,#,0,
mgw_5009c,#,0,
mgw_5010a,%,0,100
mgw_5005b,#,0,
onends_1a,%,0,100
onends_2a,%,0,100
onends_3a,s,0,
onends_4a,#,0,
onends_4b,#,0,
onends_5a,#,0,
onends_5b,#,0,
onends_6a,%,0,100
onends_7a,#,0,
onends_7b,#,0,
onends_8a,%,0,100
onends_8b,%,0,100
onends_9a,%,0,100
onends_9b,%,0,100
onends_9c,%,0,100
onends_10a,%,0,100
onends_11a,%,0,100
onends_12a,%,0,100
onends_13a,%,0,100
onends_14a,%,0,100
onends_14b,%,0,100
onends_14c,%,0,100
onends_15a,%,0,100
onends_15b,%,0,100
onends_15c,%,0,100
onends_16a,%,0,100
onends_17a,%,0,100
onends_18a,%,0,100
onends_19a,%,0,100
onends_19b,%,0,100
onends_20a,%,0,100
onends_21a,%,0,100
onends_22a,%,0,100
onends_22b,%,0,100
onends_23a,%,0,100
onends_24a,%,0,100
onends_25a,%,0,100
onends_25b,%,0,100
onends_27a,%,0,100
onends_28a,%,0,100
onends_29a,%,0,100
onends_30a,%,0,100
onends_31a,%,0,100
onends_32a,%,0,100
onends_33a,%,0,100
onends_34a,%,0,100
onends_35a,%,0,100
onends_36a,%,0,100
onends_37a,%,0,100
onends_38a,%,0,100
onends_39a,%,0,100
onends_40a,%,0,100
onends_41a,#,0,
onends_42a,%,0,100
onends_43a,#,0,
onends_44a,%,0,100
onends_45a,#,0,
onends_45b,#,0,
onends_46a,#,0,
onends_46b,#,0,
onends_47a,#,0,
onends_47b,#,0,
onends_48a,%,0,100
onends_48b,%,0,100
onends_49a,%,0,100
onends_50a,#,0,
onends_51a,#,0,
onends_52a,#,0,
onends_53a,%,0,100
onends_54a,%,0,100
onends_55a,#/s,0,
onends_55b,#/s,0,
onends_56a,#/s,0,
onends_56b,#/s,0,
onends_57a,#/s,0,
onends_57b,#/s,0,
onends_58a,#,0,
onends_58b,#,0,
onends_59a,#/s,0,
onends_60a,#,0,
onends_61a,#,0,
onends_61b,#,0,
onends_62a,#,0,
onends_63a,#,0,
onends_64a,%,0,100
onends_62b,#,0,
onends_65a,#,0,
onends_81a,#,0,
onends_105a,%,0,100
onends_106a,%,0,100
onends_107a,%,0,100
onends_108a,%,0,100
onends_109a,%,0,100
onends_110a,%,0,100
onends_111a,%,0,100
onends_112a,%,0,100
onends_113a,%,0,100
onends_114a,%,0,100
onends_115a,#,0,
onends_116a,#,0,
onends_117a,%,0,100
onends_118a,#,0,
onends_119a,#,0,
onends_120a,%,0,100
onends_121a,#,0,
onends_122a,#,0,
onends_123a,#,0,
onends_124a,%,0,100
onends_125a,%,0,100
onends_126a,%,0,100
onends_127a,%,0,100
onends_128a,%,0,100
onends_129a,%,0,100
onends_130a,%,0,100
onends_131a,%,0,100
onends_132a,%,0,100
onends_133a,%,0,100
onends_134a,#,0,
onends_135a,%,0,100
onends_136a,#,0,
onends_137a,%,0,100
onends_138a,#,0,
onends_139a,%,0,100
onends_140a,#,0,
onends_141a,%,0,100
onends_142a,#,0,
onends_143a,%,0,100
onends_144a,#,0,
onends_145a,%,0,100
onends_146a,#,0,
onends_147a,%,0,100
onends_148a,#,0,
onends_149a,#,0,
onends_150a,#,0,
onends_151a,#,0,
onends_152a,#,0,
onends_153a,#,0,
onends_154a,#,0,
onends_155a,#,0,
onends_156a,#,0,
onends_158a,#,0,
onends_159a,#,0,
onends_160a,#/s,0,
onends_161a,#/s,0,
onends_162a,#,0,
onends_163a,#,0,
onends_164a,#,0,
onends_165a,#,0,
onends_166a,#,0,
onends_167a,#,0,
onends_168a,#,0,
onends_170a,#,0,
onends_170b,#,0,
onends_171a,#,0,
onends_171b,#,0,
onends_181a,MB,0,
onends_182a,MB,0,
onends_184a,#/s,0,
onends_184b,#/s,0,
onends_184c,#/s,0,
onends_201a,%,0,100
onends_202a,%,0,100
onends_203a,%,0,100
onends_204a,%,0,100
onends_205a,%,0,100
onends_206a,%,0,100
onends_207a,%,0,100
onends_208a,%,0,100
onends_209a,%,0,100
onends_210a,%,0,100
onends_211a,%,0,100
onends_212a,%,0,100
onends_213a,%,0,100
onends_214a,%,0,100
onends_215a,%,0,100
onends_216a,#,0,
onends_217a,#,0,
onends_218a,#,0,
onends_219a,#,0,
onends_220a,#,0,
onends_221a,#,0,
onends_222a,#,0,
onends_223a,#,0,
onends_224a,#,0,
onends_225a,#,0,
onends_226a,#,0,
onends_227a,#,0,
onends_228a,#,0,
onends_229a,#,0,
onends_230a,#,0,
onends_231a,#,0,
onends_232a,#,0,
onends_233a,#,0,
onends_234a,#,0,
onends_235a,#,0,
onends_236a,#,0,
onends_243a,%,0,100
onends_244a,%,0,100
onends_245a,%,0,100
onends_246a,%,0,100
onends_247a,%,0,100
onends_248a,%,0,100
onends_249a,%,0,100
onends_250a,%,0,100
onends_251a,%,0,100
onends_252a,%,0,100
onends_253a,%,0,100
onends_254a,%,0,100
onends_255a,%,0,100
onends_256a,%,0,100
onends_257a,%,0,100
onends_258a,%,0,100
onends_259a,%,0,100
onends_260a,%,0,100
onends_261a,%,0,100
onends_262a,%,0,100
onends_263a,%,0,100
onends_264a,%,0,100
onends_265a,%,0,100
onends_266a,%,0,100
onends_267a,%,0,100
onends_268a,%,0,100
onends_269a,%,0,100
onends_270a,#,0,
onends_271a,#,0,
onends_272a,#,0,
onends_273a,%,0,100
onends_274a,%,0,100
onends_275a,%,0,100
onends_276a,#,0,
onends_277a,#,0,
onends_278a,#,0,
onends_279a,%,0,100
onends_280a,%,0,100
onends_281a,%,0,100
onends_282a,#,0,
onends_283a,#,0,
onends_284a,#,0,
onends_285a,%,0,100
onends_286a,%,0,100
onends_287a,%,0,100
onends_288a,#,0,
onends_289a,#,0,
onends_290a,#,0,
onends_291a,%,0,100
onends_292a,%,0,100
onends_293a,%,0,100
onends_294a,#,0,
onends_295a,#,0,
onends_296a,#,0,
onends_297a,%,0,100
onends_298a,%,0,100
onends_299a,%,0,100
onends_300a,#,0,
onends_301a,#,0,
onends_302a,#,0,
onends_303a,%,0,100
onends_304a,%,0,100
onends_305a,%,0,100
onends_306a,#,0,
onends_307a,#,0,
onends_308a,#,0,
onends_309a,#,0,
onends_310a,#,0,
onends_311a,#,0,
onends_312a,#,0,
onends_313a,#,0,
onends_314a,#,0,
onends_315a,#,0,
onends_316a,#,0,
onends_317a,#,0,
onends_318a,#/s,0,
onends_319a,#/s,0,
onends_320a,#/s,0,
onends_321a,#/s,0,
onends_322a,#/s,0,
onends_323a,#/s,0,
onends_324a,#,0,
onends_325a,#,0,
onends_326a,#,0,
onends_327a,#,0,
onends_328a,#,0,
onends_329a,#,0,
onends_330a,#,0,
onends_331a,#,0,
onends_332a,#,0,
onends_333a,#,0,
onends_334a,#,0,
onends_335a,#,0,
onends_336a,#,0,
onends_337a,#,0,
onends_338a,#,0,
onends_339a,#,0,
onends_340a,#,0,
onends_341a,#,0,
onends_342a,#,0,
onends_343a,#,0,
onends_344a,#,0,
onends_345a,MB,0,
onends_346a,MB,0,
onends_347a,MB,0,
onends_348a,MB,0,
onends_349a,MB,0,
onends_350a,MB,0,
onends_351a,MB,0,
onends_352a,MB,0,
onends_353a,MB,0,
onends_354a,MB,0,
onends_355a,MB,0,
onends_356a,MB,0,
onends_357a,MB,0,
onends_358a,MB,0,
onends_359a,MB,0,
onends_360a,MB,0,
onends_361a,MB,0,
onends_362a,MB,0,
onends_363a,MB,0,
onends_364a,MB,0,
onends_365a,#,0,
onends_366a,%,0,100
onends_367a,#,0,
onends_368a,#,0,
onends_369a,#,0,
onends_370a,#,0,
onends_371a,#,0,
onends_372a,#,0,
onends_373a,#,0,
onends_374a,#,0,
onends_375a,#,0,
onends_376a,#,0,
onends_377a,#,0,
onends_378a,#,0,
onends_379a,#,0,
onends_380a,#,0,
onends_381a,#,0,
onends_382a,#,0,
onends_383a,#,0,
onends_384a,#,0,
onends_385a,%,0,100
onends_386a,#,0,
onends_387a,#,0,
onends_388a,#,0,
onends_389a,#,0,
onends_390a,#,0,
onends_391a,#,0,
onends_392a,#,0,
onends_393a,#,0,
onends_394a,#,0,
onends_395a,#,0,
onends_396a,#,0,
onends_397a,#,0,
onends_398a,#,0,
onends_399a,#,0,
onends_400a,#,0,
onends_401a,#,0,
onends_402a,#,0,
onends_403a,#,0,
onends_404a,%,0,100
onends_405a,#,0,
onends_406a,#,0,
onends_407a,#,0,
onends_408a,#,0,
onends_409a,#,0,
onends_410a,#,0,
onends_411a,#,0,
onends_412a,#,0,
onends_413a,#,0,
onends_414a,#,0,
onends_415a,#,0,
onends_416a,#,0,
onends_417a,#,0,
onends_418a,#,0,
onends_419a,#,0,
onends_420a,#,0,
onends_421a,#,0,
onends_422a,#,0,
onends_423a,%,0,100
onends_424a,#,0,
onends_425a,#,0,
onends_426a,#,0,
onends_427a,#,0,
onends_428a,#,0,
onends_429a,#,0,
onends_430a,#,0,
onends_431a,#,0,
onends_432a,#,0,
onends_433a,#,0,
onends_434a,#,0,
onends_435a,#,0,
onends_436a,#,0,
onends_437a,#,0,
onends_438a,#,0,
onends_439a,#,0,
onends_440a,#,0,
onends_441a,#,0,
onends_442a,%,0,100
onends_443a,#,0,
onends_444a,#,0,
onends_445a,#,0,
onends_446a,#,0,
onends_447a,#,0,
onends_448a,#,0,
onends_449a,#,0,
onends_450a,#,0,
onends_451a,#,0,
onends_452a,#,0,
onends_453a,#,0,
onends_454a,#,0,
onends_455a,#,0,
onends_456a,#,0,
onends_457a,#,0,
onends_458a,#,0,
onends_459a,#,0,
pcs_1000a,#/s,0,
pcs_1001a,#/s,0,
pcs_1002a,#/s,0,
pcs_1003a,#/s,0,
pcs_1004a,#/s,0,
pcs_1005a,#/s,0,
pcs_1006a,#/s,0,
pcs_1007a,#/s,0,
pcs_1008a,#/s,0,
pcs_1009a,#/s,0,
pcs_1010a,#,0,
pcs_1011a,%,0,100
pcs_1012a,%,0,100
pcs_1013a,%,0,100
pcs_1014a,%,0,100
pcs_1015a,%,0,100
pcs_1016a,%,0,100
pcs_1017a,#,0,
pcs_1018a,%,0,100
pcs_1019a,%,0,100
pcs_1020a,%,0,100
pcs_1021a,#,0,
pcs_1022a,%,0,100
pcs_1023a,%,0,100
pcs_1024a,%,0,100
pcs_1025a,#,0,
pcs_1026a,%,0,100
pcs_1027a,#,0,
pcs_1028a,%,0,100
pcs_1029a,#,0,
pcs_1030a,%,0,100
pcs_1031a,%,0,100
pcs_1032a,%,0,100
pcs_1033a,#,0,
pcs_1034a,%,0,100
pcs_1035a,#,0,
pcs_1036a,%,0,100
pcs_1037a,#,0,
pcs_1038a,%,0,100
pcs_1039a,#,0,
pcs_1040a,%,0,100
pcs_1041a,#,0,
pcs_1042a,%,0,100
pcs_1043a,%,0,100
pcs_1044a,%,0,100
RACSW_1a,s,0,
RACSW_2a,MB,0,
RACSW_3a,MB,0,
RACSW_4a,%,0,100
RACSW_5a,MB,0,
RACSW_6a,%,0,100
RACSW_7a,%,0,100
RACSW_8a,#,0,
RACSW_9a,#,0,
RACSW_10a,#,0,
RACSW_11a,#,0,
RACSW_12a,#,0,
RACSW_13a,#,0,
RACSW_14a,#,0,
RACSW_15a,Mb/s,0,
RACSW_16a,#,0,
RACSW_17a,Mb/s,0,
RACSW_18a,#,0,
RACSW_19a,#,0,
RACSW_20a,#,0,
RACSW_21a,#,0,
RACSW_22a,#,0,
RACSW_23a,#,0,
RACSW_24a,#,0,
RACSW_25a,Mb/s,0,
RACSW_26a,#,0,
RACSW_27a,Mb/s,0,
RACSW_28a,Mb/s,0,
RACSW_29a,Mb/s,0,
RACSW_30a,#,0,
RACSW_31a,#,0,
RACSW_32a,#,0,
RACSW_33a,#,0,
RACSW_34a,#,0,
RACSW_35a,MB,0,
RACSW_36a,%,0,100
RACSW_37a,%,0,100
RACSW_38a,%,0,100
RACSW_39a,%,0,100
RACSW_40a,%,0,100
RACSW_41a,°C,-273,
RACSC_1a,s,0,
RACSC_2a,MB,0,
RACSC_3a,MB,0,
RACSC_4a,%,0,100
RACSC_5a,MB,0,
RACSC_6a,%,0,100
RACSC_7a,%,0,100
RACSC_8a,#,0,
RACSC_9a,#,0,
RACSC_10a,#,0,
RACSC_11a,#,0,
RACSC_12a,#,0,
RACSC_13a,#,0,
RACSC_14a,#,0,
RACSC_15a,#,0,
RACSC_16a,B,0,
RACSC_17a,Mb/s,0,
RACSC_18a,B,0,
RACSC_19a,Mb/s,0,
RACSC_20a,B,0,
RACSC_21a,B,0,
RACSC_22a,%,0,100
RACSC_23a,B,0,
RACSC_24a,%,0,100
RACSC_25a,#,0,
RACSC_26a,#,0,
RACSC_27a,MB,0,
RACSC_28a,%,0,100
RACSC_29a,#,0,
RACSC_30a,#,0,
RACSC_31a,#,0,
RACSC_32a,%,0,100
RACSC_33a,MB,0,
RACSC_34a,MB,0,
RACSC_35a,%,0,100
RACSC_36a,MB,0,
RACSC_37a,%,0,100
RACSC_38a,#,0,
RACSC_39a,MB,0,
RACSC_40a,#,0,
RACST_1a,s,0,
RACST_2a,MB,0,
RACST_3a,MB,0,
RACST_4a,%,0,100
RACST_5a,MB,0,
RACST_6a,%,0,100
RACST_7a,%,0,100
RACST_8a,#,0,
RACST_9a,#,0,
RACST_10a,#,0,
RACST_11a,#,0,
RACST_12a,#,0,
RACST_13a,#,0,
RACST_14a,#,0,
RACST_15a,#,0,
RACST_16a,B,0,
RACST_17a,Mb/s,0,
RACST_18a,B,0,
RACST_19a,Mb/s,0,
RACST_20a,B,0,
RACST_21a,B,0,
RACST_22a,%,0,100
RACST_23a,B,0,
RACST_24a,%,0,100
RACST_25a,#,0,
RACST_26a,#,0,
RACST_27a,MB,0,
RACST_28a,%,0,100
RACST_29a,B,0,
RACST_30a,B,0,
RACST_31a,B,0,
RACST_32a,B,0,
RACSCOD_1a,%,0,100
RACSCOD_2a,ms,0,
RACSCOD_3a,MB,0,
RACSCOD_4a,MB,0,
RACSCOD_5a,%,0,100
RACSCOD_6a,MB,0,
RACSCOD_7a,%,0,100
RACSCOD_8a,#,0,
RACSCOD_9a,MB,0,
RACSCOD_10a,#,0,
RACSCOD_11a,#,0,
RACSCOD_12a,#,0,
RACS_1a,p/s,0,
RACS_2a,#,0,
RACS_3a,%,0,100
RACS_4a,%,0,100
RACS_5a,%,0,100
RACS_6a,#,0,
RACS_7a,#,0,
RACS_8a,%,0,100
RACS_9a,#,0,
RACS_10a,#,0,
RACS_11a,%,0,100
RACS_12a,%,0,100
RACS_13a,%,0,100
RACS_14a,%,0,100
RACS_15a,%,0,100
RACS_16a,%,0,100
RACS_17a,%,0,100
RACS_18a,%,0,100
RACS_19a,%,0,100
RACS_20a,%,0,100
RACS_21a,%,0,100
RACS_22a,%,0,100
RACS_23a,#,0,
RACS_24a,#,0,
RACS_25a,Mb/s,0,
RACS_26a,Mb/s,0,
RACS_27a,Mb/s,0,
RACS_28a,Mb/s,0,
RACS_29a,Mb/s,0,
RACS_30a,Mb/s,0,
RACS_31a,Mb/s,0,
RACS_32a,Mb/s,0,
RACS_33a,#,0,
RACS_34a,#,0,
RACS_35a,%,0,100
RACS_36a,%,0,100
RACS_37a,%,0,100
RACS_38a,%,0,100
RACS_39a,%,0,100
RACS_40a,%,0,100
RACS_41a,%,0,100
RACS_42a,%,0,100
RACS_43a,%,0,100
RACS_44a,%,0,100
RACS_45a,%,0,100
RACS_46a,%,0,100
RACS_47a,Mb/s,0,
RACS_48a,%,0,100
RACS_49a,%,0,100
RACS_50a,%,0,100
RACS_51a,%,0,100
RACS_52a,MB,0,
RACS_53a,#,0,
RACS_54a,MB,0,
RACS_55a,MB,0,
RACS_56a,#,0,
RACS_57a,#,0,
RACS_58a,MB,0,
RACS_59a,MB,0,
RACS_60a,#,0,
RACS_61a,#,0,
RACS_62a,MB,0,
RACS_63a,MB,0,
RACS_64a,MB,0,
RACS_65a,MB,0,
RACS_66a,%,0,100
RACS_67a,%,0,100
RACS_68a,#,0,
RACS_69a,#,0,
RACS_70a,%,0,100
RACS_71a,%,0,100
RACS_72a,Mb/s,0,
RACS_73a,%,0,100
RACS_74a,%,0,100
RACS_75a,Mb/s,0,
RACS_76a,%,0,100
RACS_77a,%,0,100
RACS_78a,%,0,100
RACS_79a,%,0,100
RACS_80a,%,0,100
RACS_81a,%,0,100
RACS_82a,Mb/s,0,
RACS_83a,Mb/s,0,
RACS_86a,%,0,100
RACS_87a,%,0,100
RACS_88a,%,0,100
RACS_89a,%,0,100
RACS_90a,%,0,100
RACS_91a,%,0,100
RACS_92a,%,0,100
RACS_93a,%,0,100
RACS_94a,%,0,100
RACS_95a,%,0,100
RACS_96a,%,0,100
RACS_97a,%,0,100
RACS_98a,%,0,100
RACS_99a,%,0,100
RACS_100a,%,0,100
RACS_101a,%,0,100
RACS_102a,%,0,100
RACS_103a,%,0,100
RACS_104a,%,0,100
RACS_105a,%,0,100
RACS_106a,%,0,100
RACS_107a,%,0,100
RACS_108a,%,0,100
RACS_109a,%,0,100
RACS_110a,%,0,100
RACS_111a,%,0,100
RACS_112a,%,0,100
RACS_113a,%,0,100
RACS_114a,%,0,100
RACS_115a,%,0,100
RACS_116a,%,0,100
RACS_117a,%,0,100
RACS_118a,%,0,100
RACS_119a,%,0,100
RACS_120a,%,0,100
RACS_121a,%,0,100
RACS_122a,%,0,100
RACS_123a,%,0,100
RACS_124a,%,0,100
RACS_125a,%,0,100
RACS_126a,%,0,100
RACS_127a,%,0,100
RACS_128a,%,0,100
RACS_129a,%,0,100
RACS_130a,%,0,100
RACS_131a,%,0,100
RACS_132a,%,0,100
RACS_133a,%,0,100
RACS_134a,%,0,100
RACS_135a,%,0,100
RACS_136a,%,0,100
RACS_137a,%,0,100
RACS_84a,#,0,
RACS_84b,#,0,
RACS_85a,#,0,
RACS_85b,#,0,
RACS_138a,%,0,100
RACS_138b,%,0,100
RACS_139a,%,0,100
RACS_139b,%,0,100
RACS_140a,%,0,100
RACS_140b,%,0,100
RACS_141a,%,0,100
RACS_141b,%,0,100
RACS_142a,%,0,100
RACS_142b,%,0,100
RACS_143a,%,0,100
RACS_143b,%,0,100
RACS_144a,%,0,100
RACS_144b,%,0,100
RACS_145a,%,0,100
RACS_145b,%,0,100
RACS_146a,%,0,100
RACS_146b,%,0,100
RACS_147a,%,0,100
RACS_147b,%,0,100
RACS_148a,%,0,100
RACS_148b,%,0,100
RACS_149a,%,0,100
RACS_149b,%,0,100
RACS_150a,%,0,100
RACS_150b,%,0,100
RACS_151a,%,0,100
RACS_151b,%,0,100
RACS_152a,#,0,
RACS_153a,%,0,100
RACS_154a,%,0,100
RACS_155a,%,0,100
RACS_156a,#,0,
RACS_157a,B,0,
RACS_158a,#,0,
RACS_159a,#,0,
RACS_160a,#,0,
RACS_161a,B,0,
RACS_162a,#,0,
RACS_163a,#,0,
RACS_164a,%,0,100
RACS_165a,%,0,100
RACS_166a,%,0,100
RACS_167a,#,0,
RACS_168a,#,0,
RACS_169a,#,0,
RACS_170a,#,0,
RACS_171a,#,0,
RACS_172a,#,0,
RACS_173a,#,0,
RACS_174a,#,0,
RACS_175a,#,0,
RACS_176a,#,0,
RACS_177a,#,0,
RACS_178a,#,0,
RACS_179a,#,0,
RACS_180a,#,0,
RACS_181a,#,0,
RACS_182a,#,0,
RACS_183a,#,0,
RACS_184a,#,0,
RACS_185a,#,0,
RACS_186a,#,0,
RACS_187a,#,0,
RACS_188a,#,0,
RACS_189a,#,0,
RACS_190a,B,0,
RACS_191a,B,0,
RACS_192a,ms,0,
RACS_193a,B,0,
RACS_194a,B,0,
RACS_195a,B,0,
RACS_196a,B,0,
RACS_197a,#,0,
RACS_198a,#,0,
RACS_199a,#,0,
RACS_200a,#,0,
RACS_201a,#,0,
RACS_202a,#,0,
RACS_203a,#,0,
RACS_204a,#,0,
RACS_205a,#,0,
RACS_206a,#,0,
RACS_207a,#,0,
RACS_208a,#,0,
RACS_209a,#,0,
RACS_210a,#,0,
RACS_211a,#,0,
RACS_212a,#,0,
RACS_213a,kb/s,0,
RACS_214a,kb/s,0,
RACS_215a,kb/s,0,
RACS_216a,kb/s,0,
RACS_217a,#,0,
RACS_218a,#,0,
RACS_219a,#,0,
RACS_220a,#,0,
RACS_221a,B,0,
RACS_222a,B,0,
RACS_223a,B,0,
RACS_224a,B,0,
RACS_225a,B,0,
RACS_226a,B,0,
RACS_227a,#,0,
RACS_228a,#,0,
RACS_229a,#,0,
RACS_230a,#,0,
RACS_231a,#,0,
RACS_232a,#,0,
RACS_233a,#,0,
RACS_234a,#,0,
RACS_235a,#,0,
RACS_236a,#,0,
RACS_237a,#,0,
RACS_238a,#,0,
RACS_239a,#,0,
RACS_240a,#,0,
RACS_241a,#,0,
RACS_242a,#,0,
RACS_243a,ms,0,
RACS_244a,%,0,100
RACS_245a,kB,0,
RACS_246a,#,0,
RACS_247a,kB,0,
RACS_248a,#,0,
RACS_249a,#,0,
RACS_250a,kB,0,
RACS_251a,#,0,
RACS_252a,#,0,
RACS_253a,#,0,
RACS_254a,#,0,
RACS_100b,%,0,100
RACS_11b,%,0,100
RACS_13b,%,0,100
RACS_15b,%,0,100
RACS_17b,%,0,100
RACS_19b,%,0,100
RACS_21b,%,0,100
RACS_66b,%,0,100
RACS_99b,%,0,100
RACS_9b,#,0,
RNC_953a,%,0,100
RNC_225a,%,0,100
RNC_226a,%,0,100
RNC_536a,#,0,
RNC_537a,#,0,
RNC_538a,#,0,
RNC_543a,#,0,
RNC_94d,%,0,100
RNC_154c,%,0,100
RNC_164e,kb/s,0,
RNC_165e,kb/s,0,
RNC_165f,kb/s,0,
RNC_169c,%,0,100
RNC_231a,%,0,100
RNC_231b,%,0,100
RNC_565d,%,0,100
RNC_565e,%,0,100
RNC_566d,%,0,100
RNC_575c,%,0,100
RNC_576c,%,0,100
RNC_606c,kb/s,0,
RNC_722a,kb/s,0,
RNC_732a,cell/s,,
RNC_739b,kb,0,
RNC_912a,kb/s,0,
RNC_945a,kb,0,
RNC_946a,kb,0,
RNC_949a,%,0,100
RNC_950a,kb/s,0,
RNC_951a,kb/s,0,
RNC_16b,kb/s,0,
RNC_17b,kb/s,0,
RNC_18b,kb/s,0,
RNC_170b,kb/s,0,
RNC_1736a,RXLEV,,
RNC_1b,kb/s,0,
RNC_2b,kb/s,0,
RNC_2c,kb/s,0,
RNC_3b,kb/s,0,
RNC_3c,kb/s,0,
RNC_4a,#,0,
RNC_5b,kb/s,0,
RNC_5c,kb/s,0,
RNC_6b,kb/s,0,
RNC_6c,kb/s,0,
RNC_7b,kb/s,0,
RNC_7c,kb/s,0,
RNC_8a,kb/s,0,
RNC_8b,kb/s,0,
RNC_9b,kb/s,0,
RNC_9c,kb/s,0,
RNC_10a,#,0,
RNC_11b,kb/s,0,
RNC_11c,kb/s,0,
RNC_12b,kb/s,0,
RNC_12c,kb/s,0,
RNC_13b,kb/s,0,
RNC_13c,kb/s,0,
RNC_14c,kb/s,0,
RNC_15c,kb/s,0,
RNC_20a,%,0,100
RNC_21a,%,0,100
RNC_21b,%,0,100
RNC_22b,%,0,100
RNC_22c,%,0,100
RNC_23a,%,0,100
RNC_24a,%,0,100
RNC_25a,%,0,100
RNC_26a,#,0,
RNC_27a,%,0,100
RNC_28a,%,0,100
RNC_29a,%,0,100
RNC_32a,%,0,100
RNC_33a,#,0,
RNC_34a,%,0,100
RNC_35a,%,0,100
RNC_36a,%,0,100
RNC_37a,#,0,
RNC_38a,#,0,
RNC_39a,%,0,100
RNC_40a,#,0,
RNC_41a,#,0,
RNC_42a,#,0,
RNC_43a,#,0,
RNC_44a,#,0,
RNC_45a,#,0,
RNC_46a,%,0,100
RNC_47a,#,0,
RNC_48a,#,0,
RNC_49a,#,0,
RNC_50b,%,0,100
RNC_50c,%,0,100
RNC_51a,#,0,
RNC_52a,#,0,
RNC_53a,#,0,
RNC_54a,#,0,
RNC_55a,#,0,
RNC_56a,#,0,
RNC_57b,%,0,100
RNC_58b,%,0,100
RNC_59b,%,0,100
RNC_59c,%,0,100
RNC_59d,%,0,100
RNC_60b,#,0,
RNC_61b,%,0,100
RNC_61c,%,0,100
RNC_62b,%,0,100
RNC_63b,%,0,100
RNC_64a,s,0,
RNC_65a,s,0,
RNC_66a,s,0,
RNC_67a,#,0,
RNC_68a,s,0,
RNC_69a,s,0,
RNC_70a,s,0,
RNC_71a,#,0,
RNC_72a,#,0,
RNC_73a,#,0,
RNC_74a,#,0,
RNC_75a,#,0,
RNC_76a,#,0,
RNC_77a,#,0,
RNC_78b,%,0,100
RNC_80b,%,0,100
RNC_80c,%,0,100
RNC_80d,%,0,100
RNC_81b,%,0,100
RNC_81c,%,0,100
RNC_82b,%,0,100
RNC_82c,%,0,100
RNC_82d,%,0,100
RNC_83b,%,0,100
RNC_83c,%,0,100
RNC_84a,%,0,100
RNC_85a,%,0,100
RNC_86a,%,0,100
RNC_87a,%,0,100
RNC_88a,%,0,100
RNC_89a,%,0,100
RNC_90a,%,0,100
RNC_91a,%,0,100
RNC_92a,%,0,100
RNC_93a,%,0,100
RNC_95c,%,0,100
RNC_116a,%,0,100
RNC_117a,%,0,100
RNC_118a,#,0,
RNC_119b,#,0,
RNC_120b,%,0,100
RNC_121b,#,0,
RNC_122b,%,0,100
RNC_123b,#,0,
RNC_124b,#,0,
RNC_125b,#,0,
RNC_126b,%,0,100
RNC_127b,%,0,100
RNC_128b,#,0,
RNC_129c,#,0,
RNC_130c,%,0,100
RNC_131b,%,0,100
RNC_132b,#,0,
RNC_136a,#,0,
RNC_147a,#,0,
RNC_148a,%,0,100
RNC_149a,#,0,
RNC_150a,%,0,100
RNC_150b,%,0,100
RNC_150c,%,0,100
RNC_151a,%,0,100
RNC_151b,%,0,100
RNC_152a,%,0,100
RNC_152b,%,0,100
RNC_153a,%,0,100
RNC_160a,%,0,100
RNC_162a,kb/s,0,
RNC_163a,kb/s,0,
RNC_164a,kb/s,0,
RNC_165a,kb/s,0,
RNC_166a,%,0,100
RNC_166b,%,0,100
RNC_167a,E,,
RNC_167b,E,,
RNC_167c,E,,
RNC_169a,%,0,100
RNC_177a,dBm,,
RNC_182a,%,0,100
RNC_182b,%,0,100
RNC_183a,%,0,100
RNC_183b,%,0,100
RNC_184a,%,0,100
RNC_185a,#,0,
RNC_185c,#,0,
RNC_186a,#,0,
RNC_186c,#,0,
RNC_187a,#,0,
RNC_187c,#,0,
RNC_188a,min,0,
RNC_188b,min,0,
RNC_189a,min,0,
RNC_190a,E,,
RNC_190b,E,,
RNC_191a,%,0,100
RNC_192a,%,0,100
RNC_199a,#,0,
RNC_211a,%,0,100
RNC_212a,%,0,100
RNC_213a,%,0,100
RNC_215a,%,0,100
RNC_215b,%,0,100
RNC_216a,%,0,100
RNC_217a,%,0,100
RNC_217c,%,0,100
RNC_219a,%,0,100
RNC_227b,%,0,100
RNC_227a,%,0,100
RNC_228a,%,0,100
RNC_228b,%,0,100
RNC_230a,#,0,
RNC_232a,%,0,100
RNC_232b,%,0,100
RNC_233a,%,0,100
RNC_233b,%,0,100
RNC_234a,%,0,100
RNC_234b,%,0,100
RNC_235a,%,0,100
RNC_236a,%,0,100
RNC_237a,%,0,100
RNC_238a,%,0,100
RNC_239a,%,0,100
RNC_240a,%,0,100
RNC_241a,%,0,100
RNC_242a,%,0,100
RNC_243a,%,0,100
RNC_244a,%,0,100
RNC_245a,%,0,100
RNC_246a,%,0,100
